"Job_ID","Pipeline_ID","Scan_Type","Severity","Vulnerability_Count","Arrival_Time_Min","Service_Time_Min","Risk_Score","Developer_Experience","Code_Change_Size"
684,"PL-0241","IaC","High",6,1691.74,3.51,73.52,"Junior","Medium"
685,"PL-0172","DAST","Low",2,1695.25,5,35.6,"Junior","Medium"
686,"PL-0132","Container","Medium",4,1696.25,6.07,39.88,"Junior","Small"
687,"PL-0159","IaC","Critical",15,1702.66,4.98,100,"Junior","Small"
688,"PL-0180","SCA","Low",2,1704.77,3.4,24.51,"Senior","Medium"
689,"PL-0035","SAST","Low",1,1707.07,3.87,19.66,"Junior","Medium"
690,"PL-0189","SAST","High",3,1708.07,2.79,78.36,"Senior","Medium"
691,"PL-0065","SCA","Medium",3,1726.65,3.45,59.63,"Intermediate","Medium"
692,"PL-0261","SAST","Critical",9,1731.93,4.28,100,"Intermediate","Medium"
693,"PL-0017","SCA","High",2,1731.97,2.61,73.15,"Intermediate","Small"
694,"PL-0043","SCA","Medium",7,1738.65,4.54,53,"Intermediate","Medium"
695,"PL-0033","SCA","Medium",1,1744.62,2.09,37.03,"Junior","Medium"
696,"PL-0082","DAST","High",10,1746,8.43,85.33,"Intermediate","Medium"
697,"PL-0067","SCA","High",3,1750.48,2.76,76.88,"Junior","Small"
698,"PL-0069","Container","Critical",9,1754.75,6.09,100,"Junior","Small"
699,"PL-0295","IaC","High",7,1763.31,4.32,79.18,"Intermediate","Medium"
700,"PL-0208","Container","Medium",2,1763.67,5.04,37.48,"Intermediate","Large"
701,"PL-0269","SAST","Low",1,1764.39,2.96,21.79,"Intermediate","Small"
702,"PL-0289","Container","Medium",3,1766.55,5.7,66.94,"Senior","Medium"
703,"PL-0255","Container","Low",2,1767.27,6.68,27.03,"Junior","Medium"
704,"PL-0243","SCA","High",4,1767.98,3.42,66.66,"Junior","Medium"
705,"PL-0178","IaC","Low",2,1770.17,2.69,25.53,"Junior","Medium"
706,"PL-0138","Container","High",7,1770.34,5.85,85.48,"Junior","Small"
707,"PL-0078","SAST","Critical",7,1771.76,4.36,100,"Intermediate","Small"
708,"PL-0106","Container","Medium",3,1773.23,6.19,42.52,"Junior","Small"
709,"PL-0247","DAST","Medium",5,1780.14,5.52,49.98,"Junior","Small"
710,"PL-0098","Container","High",14,1780.32,6.67,97.54,"Junior","Small"
711,"PL-0208","SAST","High",7,1786.73,5.37,76.84,"Junior","Small"
712,"PL-0124","IaC","Critical",7,1786.88,4.43,87.89,"Intermediate","Small"
713,"PL-0081","IaC","High",6,1803.81,5.05,79.17,"Junior","Large"
714,"PL-0002","SAST","Medium",4,1805.57,2.76,52.73,"Intermediate","Small"
715,"PL-0207","DAST","Medium",4,1808.09,5.52,43.63,"Junior","Small"
716,"PL-0091","IaC","Critical",7,1808.46,3.69,93.85,"Intermediate","Medium"
717,"PL-0296","Container","Critical",5,1811.33,5.46,97.98,"Intermediate","Small"
718,"PL-0162","DAST","Low",1,1813.08,4.64,22.78,"Junior","Medium"
719,"PL-0177","SCA","Medium",8,1821.78,3.55,58.13,"Junior","Small"
720,"PL-0293","SAST","Medium",6,1827.73,2.91,45.35,"Intermediate","Large"
721,"PL-0022","SAST","High",7,1831.63,5.05,73.56,"Senior","Large"
722,"PL-0225","SCA","Medium",3,1832.96,2.91,48.25,"Intermediate","Small"
723,"PL-0259","SAST","High",6,1833.58,4.59,82.31,"Junior","Large"
724,"PL-0078","SAST","High",6,1836.7,4.31,85.68,"Senior","Large"
725,"PL-0230","SAST","High",5,1841.75,4.73,74.36,"Intermediate","Medium"
726,"PL-0272","SAST","High",5,1843.57,4.58,87.28,"Intermediate","Small"
727,"PL-0074","IaC","High",4,1845.37,2.35,74.43,"Intermediate","Medium"
728,"PL-0027","SAST","Low",1,1847.54,2.63,25.85,"Intermediate","Small"
729,"PL-0246","SCA","High",9,1850.56,3.41,82.27,"Intermediate","Small"
730,"PL-0265","SCA","High",7,1851.82,2.38,92.59,"Senior","Small"
731,"PL-0099","SCA","High",6,1853.39,1.99,90.46,"Senior","Small"
732,"PL-0226","SCA","Low",2,1853.88,3.89,23.52,"Intermediate","Large"
733,"PL-0166","SAST","Medium",2,1854.28,3.72,59.03,"Intermediate","Large"
734,"PL-0176","SCA","Critical",6,1856.32,3.58,88.82,"Intermediate","Small"
735,"PL-0158","SCA","Medium",6,1859.7,3.46,72.39,"Senior","Large"
736,"PL-0217","SAST","Low",4,1865.04,3.25,2.91,"Junior","Large"
737,"PL-0094","SAST","Low",3,1867.4,4.37,32.05,"Senior","Large"
738,"PL-0201","Container","Low",1,1868.41,5.19,17.73,"Junior","Medium"
739,"PL-0293","DAST","Critical",7,1869.54,6.49,100,"Intermediate","Small"
740,"PL-0209","DAST","High",2,1876,6.12,77.8,"Junior","Medium"
741,"PL-0236","DAST","Medium",2,1881.97,6.68,44.66,"Junior","Medium"
742,"PL-0276","DAST","High",4,1887.14,4.89,86.54,"Senior","Small"
743,"PL-0098","IaC","High",4,1889.99,4.36,81.95,"Intermediate","Large"
744,"PL-0067","DAST","Low",1,1893.26,6.43,11.36,"Senior","Medium"
745,"PL-0254","SCA","Low",3,1898.39,3.13,29.51,"Junior","Medium"
746,"PL-0273","Container","Low",3,1898.5,5.06,21.86,"Senior","Small"
747,"PL-0253","DAST","High",6,1898.5,6.82,85.95,"Intermediate","Small"
748,"PL-0203","IaC","High",6,1899.57,3.04,75.4,"Intermediate","Small"
749,"PL-0008","SAST","Critical",5,1899.88,4.45,99.19,"Senior","Small"
750,"PL-0167","SAST","High",5,1900.29,4.34,75.78,"Intermediate","Small"
751,"PL-0053","DAST","Medium",4,1902.52,6.44,42.31,"Intermediate","Large"
752,"PL-0246","SAST","Critical",8,1902.62,4.71,100,"Intermediate","Medium"
753,"PL-0151","Container","Medium",5,1903.31,5.56,47.49,"Intermediate","Large"
754,"PL-0120","Container","Critical",5,1911.35,5.29,100,"Intermediate","Small"
755,"PL-0019","DAST","Low",2,1911.94,6.25,28.15,"Intermediate","Medium"
756,"PL-0232","Container","Medium",4,1914.33,4.75,41.43,"Junior","Small"
757,"PL-0244","DAST","Medium",7,1915.24,7.26,46.04,"Intermediate","Small"
758,"PL-0266","SAST","Critical",8,1918.29,3.87,100,"Junior","Medium"
759,"PL-0077","SAST","Critical",14,1919.71,5.81,100,"Senior","Medium"
760,"PL-0108","Container","High",6,1920.84,5.77,75.65,"Intermediate","Medium"
761,"PL-0102","Container","Medium",6,1922.74,7.69,48.82,"Intermediate","Medium"
762,"PL-0118","Container","Medium",4,1925.81,5.4,53.83,"Intermediate","Medium"
763,"PL-0295","IaC","High",2,1928.1,2.46,77.25,"Intermediate","Small"
764,"PL-0188","Container","Critical",5,1929.11,5.04,87.56,"Senior","Medium"
765,"PL-0167","SCA","Low",4,1929.22,2.79,24.7,"Intermediate","Medium"
766,"PL-0165","DAST","High",8,1929.47,7.36,84.33,"Junior","Large"
767,"PL-0193","DAST","Medium",2,1929.76,4.72,61.45,"Intermediate","Large"
768,"PL-0179","DAST","Low",1,1933.31,5.17,26.61,"Senior","Medium"
769,"PL-0184","Container","Low",1,1937.16,5.73,16.75,"Junior","Small"
770,"PL-0107","SAST","Critical",15,1939.56,5.41,100,"Junior","Small"
771,"PL-0106","SCA","Medium",5,1940.48,3.74,56.54,"Junior","Medium"
772,"PL-0166","IaC","Low",5,1944.17,4.28,26.98,"Intermediate","Large"
773,"PL-0053","DAST","Medium",4,1945.16,6.09,55.82,"Intermediate","Small"
774,"PL-0292","Container","Medium",5,1947.59,5.92,53.82,"Intermediate","Medium"
775,"PL-0061","DAST","Critical",8,1949.4,6.46,100,"Intermediate","Medium"
776,"PL-0268","SCA","High",3,1957.09,4.1,67.11,"Junior","Small"
777,"PL-0262","SCA","Low",1,1959.2,4.32,23.75,"Intermediate","Medium"
778,"PL-0209","SAST","Medium",5,1960.63,3.28,54.76,"Intermediate","Large"
779,"PL-0059","Container","Medium",5,1960.89,6.89,50.76,"Intermediate","Small"
780,"PL-0107","DAST","Medium",1,1963.1,4.37,49.47,"Junior","Small"
781,"PL-0056","DAST","Medium",5,1964.52,6.6,57.39,"Senior","Medium"
782,"PL-0057","Container","Low",1,1966.33,6.66,34.62,"Junior","Medium"
783,"PL-0126","SAST","Medium",2,1968.93,3.6,44.15,"Junior","Small"
784,"PL-0184","DAST","Medium",6,1979.79,6.19,61.71,"Junior","Large"
785,"PL-0229","IaC","Critical",4,1982.48,4.67,92.51,"Junior","Medium"
786,"PL-0003","SCA","Low",3,1983.31,2.26,32.12,"Intermediate","Medium"
787,"PL-0253","SAST","Critical",4,1985.27,3.65,97.89,"Junior","Medium"
788,"PL-0121","SCA","Low",2,1990.06,2.92,29.34,"Intermediate","Medium"
789,"PL-0084","IaC","Medium",4,1993.57,4.01,39.86,"Intermediate","Medium"
790,"PL-0223","IaC","High",5,1996.22,2.6,87.86,"Junior","Small"
791,"PL-0014","Container","Medium",5,1999.39,5.26,60.67,"Junior","Small"
792,"PL-0098","SAST","Medium",4,2002.87,4.73,40,"Junior","Small"
793,"PL-0263","SCA","Critical",11,2004.49,4.58,100,"Intermediate","Medium"
794,"PL-0175","Container","Medium",1,2004.81,4.69,59.69,"Junior","Small"
795,"PL-0038","IaC","Low",4,2006.96,3.95,23.4,"Intermediate","Small"
796,"PL-0108","Container","High",5,2007.09,4.79,75.91,"Junior","Small"
797,"PL-0244","Container","Medium",4,2009.71,5.28,44.26,"Senior","Medium"
798,"PL-0171","Container","Medium",8,2011.21,4.99,54.98,"Intermediate","Large"
799,"PL-0049","IaC","High",5,2014.87,5.16,72.96,"Intermediate","Large"
800,"PL-0281","DAST","Low",1,2015.13,5.91,14.24,"Intermediate","Small"
801,"PL-0074","SCA","Critical",9,2016.35,4.31,100,"Intermediate","Large"
802,"PL-0147","SCA","Low",5,2017.74,1.92,33.66,"Junior","Small"
803,"PL-0170","SCA","Low",2,2020.6,2.13,16.18,"Intermediate","Medium"
804,"PL-0201","DAST","High",7,2025.15,6.58,81.65,"Senior","Small"
805,"PL-0091","SCA","Medium",4,2025.73,3.05,58.82,"Junior","Large"
806,"PL-0072","SAST","Medium",3,2026.2,4.56,58.99,"Intermediate","Large"
807,"PL-0016","SAST","High",7,2029.16,5.38,74.78,"Intermediate","Small"
808,"PL-0072","SAST","Medium",9,2031.12,3.96,64.83,"Intermediate","Medium"
809,"PL-0151","Container","Low",1,2032.19,4.79,18.55,"Intermediate","Small"
810,"PL-0213","SCA","Medium",4,2033.27,4.87,62.82,"Junior","Small"
811,"PL-0060","SCA","Low",8,2040.06,4.55,25.07,"Senior","Small"
812,"PL-0208","Container","High",11,2051.37,7.24,95.74,"Junior","Small"
813,"PL-0095","SAST","Low",1,2056.97,3,13.82,"Senior","Medium"
814,"PL-0171","Container","Critical",8,2057.55,6.8,96.23,"Senior","Medium"
815,"PL-0185","DAST","Medium",7,2061.59,5.21,54.61,"Senior","Small"
816,"PL-0155","DAST","Medium",5,2063.42,6.01,54.21,"Senior","Small"
817,"PL-0074","Container","Low",6,2069.23,5.22,40.19,"Intermediate","Medium"
818,"PL-0146","SAST","Medium",3,2072.68,5.1,41.45,"Junior","Medium"
819,"PL-0016","Container","Critical",8,2075.7,5.72,86.24,"Senior","Small"
820,"PL-0200","Container","High",4,2076.15,5.09,66.3,"Intermediate","Small"
821,"PL-0085","SCA","Medium",6,2076.87,3.12,54.54,"Intermediate","Medium"
822,"PL-0101","Container","Medium",1,2081.84,5.03,49.67,"Intermediate","Small"
823,"PL-0151","SCA","Medium",3,2084.75,3.66,40.07,"Intermediate","Small"
824,"PL-0250","IaC","Medium",3,2086.82,2.4,53.88,"Intermediate","Medium"
825,"PL-0002","SAST","Critical",11,2090.36,5.05,100,"Junior","Large"
826,"PL-0128","SCA","Medium",5,2091.8,4.77,55.15,"Junior","Medium"
827,"PL-0247","DAST","Critical",11,2093.89,6.79,100,"Intermediate","Medium"
828,"PL-0234","IaC","Medium",2,2097.56,2.8,45.22,"Junior","Medium"
829,"PL-0182","DAST","Critical",5,2100.24,6.73,100,"Junior","Medium"
830,"PL-0125","SCA","Medium",2,2100.73,3.58,52.51,"Intermediate","Large"
831,"PL-0073","DAST","Low",1,2102.85,4.51,9.35,"Intermediate","Small"
832,"PL-0289","SCA","Low",1,2105.46,4.33,29.15,"Senior","Small"
833,"PL-0109","SAST","High",7,2106.66,4.7,73.73,"Intermediate","Large"
834,"PL-0211","Container","Low",2,2111.27,6.47,29.21,"Junior","Medium"
835,"PL-0161","SAST","High",3,2111.6,3.1,70.12,"Senior","Small"
836,"PL-0139","SCA","Medium",3,2111.98,3.34,42.94,"Intermediate","Medium"
837,"PL-0061","DAST","Low",4,2113.4,5.92,38.15,"Junior","Medium"
838,"PL-0091","DAST","Medium",6,2118,7.95,58.41,"Junior","Small"
839,"PL-0188","DAST","Medium",5,2118.34,5.63,61.53,"Intermediate","Medium"
840,"PL-0208","SAST","Low",2,2121.53,4.43,21.14,"Junior","Small"
841,"PL-0051","SCA","Critical",10,2121.84,3.42,98.58,"Junior","Small"
842,"PL-0087","SCA","Medium",4,2122.05,3.65,43.89,"Intermediate","Medium"
843,"PL-0168","SAST","High",7,2123.3,5.5,84.86,"Junior","Medium"
844,"PL-0211","SCA","Medium",2,2125.61,4.8,50.69,"Junior","Medium"
845,"PL-0236","Container","Critical",9,2126.45,5.54,100,"Intermediate","Large"
846,"PL-0289","SCA","High",4,2129.38,3.19,80.28,"Senior","Medium"
847,"PL-0207","SAST","Medium",7,2130.79,5.13,51.35,"Junior","Medium"
848,"PL-0072","DAST","Medium",5,2132.08,4.54,46.73,"Junior","Medium"
849,"PL-0006","Container","Critical",8,2134.6,4.83,100,"Senior","Large"
850,"PL-0043","DAST","Medium",3,2135.95,6.04,55.95,"Junior","Medium"
851,"PL-0222","IaC","High",7,2136.07,3.69,69.49,"Junior","Small"
852,"PL-0180","IaC","Medium",6,2136.75,4.71,47.39,"Intermediate","Medium"
853,"PL-0101","SAST","Medium",4,2137.56,4.78,56.37,"Junior","Small"
854,"PL-0255","SCA","Low",1,2138.71,5.59,27.05,"Junior","Small"
855,"PL-0165","SAST","Low",3,2139.12,3.19,37.35,"Senior","Small"
856,"PL-0219","Container","Medium",5,2142.23,4.77,50.37,"Intermediate","Medium"
857,"PL-0283","DAST","Medium",3,2144.3,5.59,57.81,"Junior","Medium"
858,"PL-0177","SAST","Medium",3,2147.05,3.61,56.62,"Junior","Medium"
859,"PL-0145","IaC","High",3,2149.48,4.43,77.34,"Junior","Medium"
860,"PL-0062","SCA","Medium",7,2150.04,2.91,49.84,"Intermediate","Large"
861,"PL-0119","SCA","Critical",7,2150.81,3.67,100,"Intermediate","Small"
862,"PL-0026","IaC","High",7,2156.97,4.63,83.23,"Intermediate","Small"
863,"PL-0249","Container","Medium",1,2160.84,5.84,47.17,"Junior","Medium"
864,"PL-0283","SCA","Low",1,2161.45,2.53,21.47,"Intermediate","Small"
865,"PL-0082","Container","Medium",2,2162.14,4.78,47.71,"Junior","Small"
866,"PL-0131","SAST","Medium",2,2169.59,4.77,53.1,"Junior","Small"
867,"PL-0213","IaC","High",6,2169.77,3.22,66,"Senior","Medium"
868,"PL-0161","Container","High",6,2170.71,4.16,73.41,"Intermediate","Medium"
869,"PL-0011","DAST","Critical",5,2171.39,6.52,100,"Intermediate","Medium"
870,"PL-0013","IaC","Medium",3,2171.97,2.61,46.08,"Intermediate","Medium"
871,"PL-0109","SCA","Low",3,2174.22,3.02,18.81,"Junior","Small"
872,"PL-0232","SAST","Medium",4,2177.69,3.29,56.37,"Junior","Medium"
873,"PL-0036","SCA","Medium",4,2178.25,3.2,53.16,"Intermediate","Large"
874,"PL-0014","SCA","Low",2,2181.96,2.47,11.78,"Senior","Medium"
875,"PL-0069","Container","High",4,2182,6.33,78.86,"Intermediate","Large"
876,"PL-0185","Container","Medium",5,2184.69,5.11,49.74,"Senior","Medium"
877,"PL-0084","SAST","Low",3,2185.76,5.47,19.17,"Junior","Large"
878,"PL-0243","IaC","Critical",5,2186.48,5,100,"Intermediate","Medium"
879,"PL-0215","SAST","High",5,2187.4,3.58,90.09,"Intermediate","Medium"
880,"PL-0275","SAST","Medium",13,2191.79,3.49,58.85,"Intermediate","Large"
881,"PL-0175","SCA","High",7,2194.52,3.11,65.79,"Junior","Medium"
882,"PL-0249","IaC","Low",2,2195,3.68,12.79,"Junior","Large"
883,"PL-0102","Container","Medium",4,2196.6,5.71,56.22,"Intermediate","Medium"
884,"PL-0103","SCA","Low",1,2196.73,3.67,14.96,"Intermediate","Medium"
885,"PL-0042","Container","High",6,2198.04,5.51,93.54,"Intermediate","Medium"
886,"PL-0291","SAST","Critical",7,2202.41,5.31,100,"Senior","Medium"
887,"PL-0088","SCA","Medium",2,2204.23,2.86,40.01,"Junior","Large"
888,"PL-0057","SAST","Medium",5,2204.56,4.58,54.84,"Junior","Small"
889,"PL-0049","SAST","Low",1,2206.27,3.77,6.94,"Senior","Small"
890,"PL-0081","SCA","High",7,2207.37,4.78,78.47,"Junior","Medium"
891,"PL-0138","Container","Medium",1,2208.99,4.92,45.48,"Senior","Medium"
892,"PL-0106","SCA","Low",1,2209.44,2.3,24.11,"Junior","Small"
893,"PL-0192","Container","Low",1,2214.81,7.28,25.28,"Senior","Small"
894,"PL-0141","SCA","Medium",1,2216.74,1.95,46.74,"Intermediate","Small"
895,"PL-0091","IaC","Critical",6,2219.42,4.27,95.38,"Junior","Small"
896,"PL-0116","DAST","Low",2,2226.42,5.13,29.89,"Junior","Large"
897,"PL-0165","SAST","Low",4,2228.64,4.52,19.78,"Intermediate","Medium"
898,"PL-0121","Container","Medium",6,2232.93,6.34,56.26,"Intermediate","Small"
899,"PL-0137","SAST","Critical",6,2235.46,5.25,95.79,"Junior","Medium"
900,"PL-0141","SCA","Medium",4,2235.58,1.85,50.27,"Junior","Medium"
901,"PL-0001","Container","Medium",1,2239.72,5.8,38.05,"Junior","Medium"
902,"PL-0038","SAST","Medium",6,2239.88,6.18,45.64,"Senior","Medium"
903,"PL-0211","SAST","Medium",2,2241.81,3.58,52.86,"Intermediate","Large"
904,"PL-0109","SAST","Low",2,2243.8,2.9,32.13,"Intermediate","Small"
905,"PL-0275","IaC","Medium",5,2246.6,2.95,63.01,"Junior","Small"
906,"PL-0037","SAST","Medium",5,2252.97,3.26,53.12,"Intermediate","Small"
907,"PL-0063","IaC","High",7,2257.18,4.79,88.95,"Intermediate","Small"
908,"PL-0283","Container","Critical",13,2257.28,7.01,100,"Intermediate","Medium"
909,"PL-0022","Container","Medium",2,2263.59,3.04,39.74,"Intermediate","Medium"
910,"PL-0077","Container","Medium",2,2266.19,6.23,40.75,"Junior","Large"
911,"PL-0014","SAST","High",5,2267.34,4.79,84.74,"Senior","Medium"
912,"PL-0110","IaC","Medium",2,2269.15,2.81,48.83,"Junior","Medium"
913,"PL-0054","Container","High",6,2273.43,6.84,75.33,"Senior","Small"
914,"PL-0052","Container","Low",2,2275.08,5.28,18.26,"Intermediate","Small"
915,"PL-0300","Container","Medium",3,2280.13,3.97,36.75,"Senior","Large"
916,"PL-0148","DAST","Medium",4,2280.53,5.67,47.84,"Junior","Medium"
917,"PL-0008","DAST","Low",2,2297.66,5.71,20.43,"Intermediate","Small"
918,"PL-0235","Container","Low",1,2299.04,4.26,16.39,"Intermediate","Small"
919,"PL-0130","SCA","Critical",10,2299.52,2.57,100,"Senior","Medium"
920,"PL-0142","SAST","Critical",9,2300.12,4.07,100,"Senior","Small"
921,"PL-0202","SCA","Medium",4,2303.95,2.31,46.69,"Intermediate","Small"
922,"PL-0181","Container","Critical",4,2305.45,5.41,100,"Intermediate","Large"
923,"PL-0234","Container","Medium",5,2306.51,5.61,46.01,"Junior","Large"
924,"PL-0253","Container","High",3,2306.93,4.84,71.17,"Junior","Small"
925,"PL-0192","DAST","Low",3,2307.02,6.91,24.24,"Intermediate","Medium"
926,"PL-0094","SAST","Medium",8,2308.87,4.41,54.2,"Senior","Medium"
927,"PL-0202","SCA","High",4,2310.1,3.95,64,"Intermediate","Small"
928,"PL-0047","SCA","Medium",6,2310.82,3.98,49.81,"Intermediate","Large"
929,"PL-0012","SCA","Critical",7,2314.61,4.5,100,"Junior","Small"
930,"PL-0018","IaC","Medium",2,2317.07,3.97,51.25,"Senior","Small"
931,"PL-0043","DAST","Medium",4,2317.75,5.93,46.79,"Junior","Medium"
932,"PL-0125","SAST","Medium",8,2318.71,3.97,46.76,"Intermediate","Small"
933,"PL-0041","SCA","Medium",1,2321.13,2.93,44.14,"Intermediate","Medium"
934,"PL-0264","IaC","Medium",3,2323.02,2.95,43.85,"Junior","Small"
935,"PL-0227","SAST","Low",1,2330.36,4.5,28.76,"Junior","Medium"
936,"PL-0010","SCA","Low",3,2330.97,3.66,15.38,"Intermediate","Large"
937,"PL-0203","SAST","Critical",7,2331.82,6.14,97.22,"Junior","Medium"
938,"PL-0106","IaC","Critical",12,2334.63,4.84,100,"Intermediate","Small"
939,"PL-0176","DAST","Medium",2,2335.35,5.57,57.01,"Junior","Medium"
940,"PL-0148","SAST","Medium",7,2336.73,4.72,64.33,"Junior","Small"
941,"PL-0223","Container","Low",4,2336.93,5.2,25.77,"Senior","Medium"
942,"PL-0089","SCA","Medium",7,2345.79,3,60.73,"Senior","Small"
943,"PL-0202","Container","Low",4,2349.04,4.3,28.69,"Senior","Large"
944,"PL-0118","Container","Medium",3,2350.9,4.55,51.29,"Junior","Small"
945,"PL-0115","IaC","High",5,2355.72,2.94,81.12,"Intermediate","Small"
946,"PL-0032","SCA","Low",1,2356.97,3.35,28.79,"Intermediate","Medium"
947,"PL-0100","IaC","High",7,2357.24,4.14,74.95,"Junior","Medium"
948,"PL-0048","DAST","High",9,2366.15,6.59,86.78,"Junior","Small"
949,"PL-0079","DAST","Medium",2,2368.28,5.86,36.96,"Junior","Medium"
950,"PL-0215","SCA","Medium",4,2368.48,3.71,47.03,"Junior","Small"
951,"PL-0011","SAST","Medium",3,2373.54,2.87,51.67,"Junior","Small"
952,"PL-0234","IaC","High",4,2378.86,4.79,61.93,"Senior","Small"
953,"PL-0226","SCA","Medium",3,2386.54,3.1,51.29,"Junior","Small"
954,"PL-0019","Container","High",4,2390.23,6.04,73.41,"Junior","Large"
955,"PL-0063","SAST","Critical",10,2390.97,5.77,91.67,"Senior","Medium"
956,"PL-0107","DAST","Medium",7,2391.27,6.67,57.51,"Senior","Small"
957,"PL-0127","DAST","Critical",8,2393.39,6.84,92.8,"Junior","Medium"
958,"PL-0235","SAST","Medium",5,2394.65,4.15,57.21,"Intermediate","Small"
959,"PL-0298","SAST","High",6,2395.89,4.36,75.61,"Junior","Small"
960,"PL-0192","SAST","Medium",7,2396.48,5.96,47.62,"Junior","Small"
961,"PL-0109","SAST","Low",1,2400.82,2.33,22.3,"Intermediate","Medium"
962,"PL-0017","DAST","Medium",3,2403.57,7.03,53.45,"Senior","Small"
963,"PL-0055","SCA","Medium",4,2404.83,2.69,59.53,"Intermediate","Small"
964,"PL-0110","Container","Medium",4,2407.39,4.97,52.47,"Intermediate","Large"
965,"PL-0248","SCA","Low",2,2408.18,2.01,17.77,"Junior","Small"
966,"PL-0092","SCA","Medium",2,2408.51,4.08,38.73,"Junior","Medium"
967,"PL-0150","DAST","High",8,2414.63,7.39,100,"Junior","Small"
968,"PL-0250","SCA","High",6,2417.06,3.62,78.05,"Junior","Small"
969,"PL-0191","SCA","High",5,2417.24,2.55,69.6,"Intermediate","Small"
970,"PL-0069","DAST","Low",1,2418.01,6.24,27.38,"Intermediate","Medium"
971,"PL-0216","IaC","High",6,2418.55,4.23,82.95,"Junior","Small"
972,"PL-0204","SCA","Low",2,2420.25,3.02,19.77,"Senior","Medium"
973,"PL-0282","Container","Medium",5,2423.15,4.71,57.06,"Intermediate","Small"
974,"PL-0151","Container","Critical",8,2425.85,5.66,93.6,"Intermediate","Medium"
975,"PL-0109","SAST","Low",1,2425.91,3.64,24.18,"Junior","Medium"
976,"PL-0297","SAST","High",10,2430.91,4.29,82.16,"Intermediate","Small"
977,"PL-0012","SAST","Low",1,2435.75,3.69,26.69,"Intermediate","Small"
978,"PL-0146","IaC","Medium",4,2440.29,3.81,52.05,"Intermediate","Small"
979,"PL-0007","SCA","Medium",5,2443.11,2.69,55.66,"Intermediate","Medium"
980,"PL-0272","DAST","Low",1,2444.65,6.34,21.4,"Senior","Medium"
981,"PL-0006","SAST","Medium",6,2453.5,4.75,52.5,"Junior","Medium"
982,"PL-0147","DAST","Low",1,2453.85,5.13,10.88,"Intermediate","Medium"
983,"PL-0242","SCA","Low",2,2454.37,3.33,27.52,"Junior","Medium"
984,"PL-0280","SAST","Critical",7,2455.49,3.51,100,"Junior","Small"
985,"PL-0277","Container","Medium",6,2455.79,6.11,67.77,"Junior","Medium"
986,"PL-0175","SCA","Low",1,2462.97,3.85,30.38,"Junior","Medium"
987,"PL-0284","SAST","High",8,2464.4,3.69,98.12,"Junior","Small"
988,"PL-0050","SCA","Critical",11,2464.94,3.67,100,"Intermediate","Medium"
989,"PL-0126","SAST","Medium",7,2475.63,5.05,56.37,"Senior","Small"
990,"PL-0006","SAST","Low",2,2483.62,3.56,26.24,"Junior","Small"
991,"PL-0164","IaC","Medium",4,2491.01,3.29,64.67,"Intermediate","Small"
992,"PL-0021","DAST","Medium",3,2492.61,6.16,51.04,"Junior","Small"
993,"PL-0189","IaC","Medium",6,2495.54,4.44,43.3,"Intermediate","Medium"
994,"PL-0001","IaC","Medium",4,2496.67,3.19,52.17,"Junior","Small"
995,"PL-0257","IaC","Medium",2,2502.47,2,45.85,"Intermediate","Medium"
996,"PL-0015","SCA","Critical",8,2503.12,4.39,100,"Intermediate","Small"
997,"PL-0218","DAST","Medium",2,2503.2,6.45,54.6,"Intermediate","Small"
998,"PL-0155","SCA","Low",2,2504.79,3.3,20.06,"Senior","Medium"
999,"PL-0121","SCA","Medium",8,2505.23,3.1,61.18,"Senior","Small"
1000,"PL-0033","IaC","Medium",3,2508.86,3.98,56.69,"Senior","Medium"
