"Threat","Type","Direction","Vector","Pattern","Medium","Speed","Impact","Mutation","Attack_Strength","Speed_N","Impact_N","Attack_N","Propagation_Score","Risk_Level"
"Weak_Password","External","Forward","Cloud","Random","Hybrid",33.63,35.44,0,54.17,0.310784810126582,0.222912205567452,0.452217239661186,0.318,"Medium"
"AI_Attack","External","Upward","Network","Circular","Hybrid",53.59,114.1,0.77,67.18,0.512911392405063,0.784368308351178,0.581863477827604,0.642,"High"
"Virus","External","Cross","API","Linear","Hybrid",49.2,84.52,0.59,50.16,0.468455696202532,0.573233404710921,0.412257100149477,0.494,"Medium"
"Data_Leak","Internal","Upward","USB","Random","Wired",50.6,59.72,0.83,57.98,0.482632911392405,0.39621698786581,0.490184354758346,0.45,"Medium"
"Data_Leak","Internal","Upward","USB","Random","Wired",53.23,75.22,0.51,70.14,0.50926582278481,0.506852248394004,0.61136023916293,0.539,"Medium"
"Virus","Internal","Backward","Cloud","Circular","Wireless",44.09,55.79,0.55,61.98,0.416708860759494,0.368165596002855,0.530044843049327,0.431,"Medium"
"Virus","Internal","Forward","Network","Linear","Hybrid",45.1,35.61,0.21,70.35,0.42693670886076,0.22412562455389,0.613452914798206,0.402,"Medium"
"Weak_Password","Internal","Backward","API","Linear","Hybrid",59.72,48.21,0.95,39.14,0.574987341772152,0.314061384725196,0.302441454907823,0.389,"Medium"
"Supply_Chain","Internal","Backward","USB","Linear","Wired",74.4,51.77,0.69,47.55,0.723645569620253,0.339471805852962,0.386248131539611,0.469,"Medium"
"Hacker_Active","External","Cross","Network","Linear","Wireless",21.11,92.83,0.77,57.68,0.184,0.63254817987152,0.487194818136522,0.454,"Medium"
"Rogue_Employee","Internal","Forward","USB","Circular","Hybrid",47.96,79.32,0.52,36.38,0.455898734177215,0.536117059243398,0.274937717987045,0.434,"Medium"
"No_Encryption","Internal","Downward","Network","Linear","Wireless",64.7,62.59,0.94,62.86,0.625417721518987,0.416702355460385,0.538814150473343,0.516,"Medium"
"Supply_Chain","Internal","Forward","Network","Circular","Wired",32.31,64.87,0.38,73.82,0.297417721518987,0.432976445396146,0.648031888390633,0.457,"Medium"
"Weak_Password","External","Cross","USB","Circular","Wireless",67.5,91.45,0.48,58.03,0.653772151898734,0.622698072805139,0.490682610861983,0.592,"Medium"
"AI_Attack","Internal","Backward","USB","Circular","Hybrid",44.31,49.92,0.9,35.39,0.41893670886076,0.326266952177016,0.265072247135027,0.336,"Medium"
"Rogue_Employee","External","Backward","USB","Linear","Wired",60.62,81.99,0.57,56.28,0.584101265822785,0.555174875089222,0.473243647234679,0.539,"Medium"
"Insider_Malware","Internal","Forward","Cloud","Random","Hybrid",72.11,51.31,0.93,40.5,0.700455696202532,0.336188436830835,0.315994020926756,0.439,"Medium"
"Supply_Chain","External","Cross","Cloud","Random","Hybrid",63.48,84.33,0.41,56.02,0.613063291139241,0.571877230549607,0.470652715495765,0.554,"Medium"
"No_Encryption","Internal","Backward","Cloud","Linear","Hybrid",68.21,95.14,0.85,38.99,0.660962025316456,0.649036402569593,0.300946686596911,0.548,"Medium"
"Virus","External","Downward","Network","Random","Wireless",16.88,61.25,0.84,29.36,0.141164556962025,0.407137758743754,0.204982561036373,0.267,"Low"
"Data_Leak","External","Backward","Network","Linear","Hybrid",30.9,79.14,0.72,72.78,0.283139240506329,0.534832262669522,0.637668161434978,0.49,"Medium"
"AI_Attack","External","Upward","USB","Random","Wireless",58.72,25.89,0.27,63.9,0.564860759493671,0.154746609564597,0.549177877428998,0.396,"Medium"
"Insider_Malware","External","Downward","Network","Random","Hybrid",36.34,76.48,0.16,42.54,0.338227848101266,0.515845824411135,0.336322869955157,0.409,"Medium"
"No_Encryption","Internal","Upward","Email","Random","Hybrid",41.72,76.29,0.7,38.82,0.392708860759494,0.514489650249822,0.299252615844544,0.413,"Medium"
"Hacker_Passive","External","Upward","USB","Linear","Wireless",70.76,78.51,0.4,41.58,0.686784810126582,0.530335474660957,0.326756352765321,0.516,"Medium"
"Data_Leak","Internal","Cross","Network","Random","Wireless",51.75,94.33,0.33,51.95,0.494278481012658,0.643254817987152,0.430094668659691,0.535,"Medium"
"Weak_Password","Internal","Cross","API","Linear","Hybrid",50.68,50.93,0.48,78.02,0.483443037974684,0.333476088508208,0.689885401096163,0.485,"Medium"
"Virus","Internal","Forward","USB","Linear","Wireless",46.32,97.99,0.14,65.69,0.439291139240506,0.669379014989293,0.567015445939213,0.57,"Medium"
"Weak_Password","Internal","Cross","API","Circular","Hybrid",26.03,50.79,0.56,45.64,0.233822784810127,0.332476802284083,0.367214748380668,0.313,"Medium"
"Hacker_Passive","External","Cross","Email","Linear","Wireless",21.79,37.3,0.38,74.67,0.190886075949367,0.236188436830835,0.656502242152466,0.349,"Medium"
"Hacker_Passive","External","Forward","Network","Circular","Wireless",46.73,114.12,0.87,39.13,0.443443037974684,0.784511063526053,0.302341803687095,0.538,"Medium"
"Rogue_Employee","External","Cross","Network","Random","Hybrid",55.32,86.33,0.75,85.16,0.530430379746835,0.586152748037116,0.761036372695566,0.622,"High"
"Rogue_Employee","Internal","Upward","Email","Random","Hybrid",30.22,85.27,0.08,56.24,0.276253164556962,0.578586723768737,0.472845042351769,0.456,"Medium"
"Supply_Chain","External","Downward","USB","Circular","Wired",22.88,82.62,0.34,81.49,0.201924050632911,0.559671663097787,0.72446437468859,0.502,"Medium"
"Data_Leak","External","Backward","Cloud","Linear","Wireless",69.13,65.83,0.09,44.75,0.670278481012658,0.43982869379015,0.358345789735924,0.485,"Medium"
"No_Encryption","Internal","Forward","API","Random","Wired",57.6,90.17,0.18,59.54,0.553518987341772,0.613561741613134,0.505729945191829,0.563,"Medium"
"AI_Attack","External","Cross","USB","Random","Hybrid",57.23,98.72,0.48,52.34,0.549772151898734,0.674589578872234,0.433981066268062,0.565,"Medium"
"No_Encryption","External","Forward","USB","Linear","Wireless",63.76,38.77,0.49,65.11,0.615898734177215,0.246680942184154,0.56123567513702,0.452,"Medium"
"Rogue_Employee","Internal","Cross","Email","Circular","Wireless",58.32,47.14,0.07,45.44,0.560810126582278,0.306423982869379,0.365221723966119,0.4,"Medium"
"Insider_Malware","External","Forward","Network","Linear","Hybrid",34.17,55.55,0.55,41.63,0.316253164556962,0.366452533904354,0.327254608868959,0.34,"Medium"
"Supply_Chain","Internal","Backward","Network","Random","Hybrid",68.75,80.52,0.87,45.75,0.666430379746835,0.544682369735903,0.36831091180867,0.528,"Medium"
"Hacker_Active","External","Upward","API","Circular","Wired",30.84,23.12,0.34,86.49,0.28253164556962,0.134975017844397,0.774289985052317,0.371,"Medium"
"No_Encryption","Internal","Downward","Cloud","Linear","Wired",42.82,66.85,0.43,63.6,0.403848101265823,0.447109207708779,0.546188340807175,0.464,"Medium"
"Weak_Password","External","Backward","Email","Linear","Hybrid",55,40.98,0.28,75.43,0.527189873417721,0.262455389007852,0.664075734927753,0.462,"Medium"
"Rogue_Employee","Internal","Downward","API","Circular","Hybrid",54.21,63.1,0,48.57,0.519189873417722,0.4203426124197,0.396412556053812,0.443,"Medium"
"Virus","Internal","Backward","Network","Random","Wired",58.84,37.86,0.45,58.33,0.566075949367089,0.240185581727338,0.493672147483807,0.414,"Medium"
"Weak_Password","External","Backward","API","Circular","Hybrid",63.15,93.41,0.41,58.62,0.609721518987342,0.636688079942898,0.496562032884903,0.587,"Medium"
"Hacker_Active","Internal","Downward","API","Random","Wireless",37.85,64.48,0.73,55.86,0.353518987341772,0.430192719486081,0.469058295964126,0.419,"Medium"
"AI_Attack","External","Forward","USB","Linear","Wireless",30.69,66.11,0.58,57.92,0.281012658227848,0.441827266238401,0.489586447433981,0.408,"Medium"
"Virus","External","Backward","Email","Circular","Hybrid",32.48,99.84,0.96,64.44,0.299139240506329,0.682583868665239,0.554559043348281,0.529,"Medium"
"Hacker_Active","External","Downward","API","Linear","Wired",58.62,52.7,0.22,48.11,0.563848101265823,0.346109921484654,0.391828599900349,0.425,"Medium"
"Supply_Chain","Internal","Backward","USB","Circular","Hybrid",43.06,39.07,0.31,71.55,0.406278481012658,0.248822269807281,0.625411061285501,0.409,"Medium"
"Virus","Internal","Forward","Cloud","Circular","Wired",56.19,57.61,0.1,86.93,0.539240506329114,0.381156316916488,0.778674638764325,0.548,"Medium"
"Hacker_Passive","External","Cross","Email","Circular","Hybrid",67.74,56.95,0.27,59.09,0.65620253164557,0.37644539614561,0.501245640259093,0.498,"Medium"
"No_Encryption","Internal","Downward","API","Random","Wired",39.92,77.01,0.51,67.8,0.374481012658228,0.519628836545325,0.588041853512706,0.497,"Medium"
"AI_Attack","Internal","Backward","Cloud","Circular","Wireless",63.87,63.68,0.2,63.16,0.617012658227848,0.424482512491078,0.541803687095167,0.517,"Medium"
"Insider_Malware","External","Upward","Email","Linear","Wireless",40.33,41.78,0.89,59.45,0.378632911392405,0.268165596002855,0.504833084205282,0.372,"Medium"
"AI_Attack","Internal","Backward","Email","Linear","Hybrid",59.25,66.32,0.76,66.72,0.570227848101266,0.44332619557459,0.577279521674141,0.522,"Medium"
"Hacker_Active","External","Cross","Cloud","Random","Wireless",50.51,81.93,0.32,59.14,0.481721518987342,0.554746609564597,0.501743896362731,0.517,"Medium"
"No_Encryption","External","Backward","Network","Random","Wired",37.24,43.13,0.67,46.96,0.347341772151899,0.277801570306924,0.380368709516692,0.329,"Medium"
"Weak_Password","External","Forward","Email","Random","Wireless",64.22,90.02,0.87,58.67,0.620556962025317,0.61249107780157,0.49706028898854,0.58,"Medium"
"Virus","External","Upward","Cloud","Linear","Wired",60.84,84.15,0.54,78.25,0.586329113924051,0.570592433975732,0.692177379172895,0.612,"High"
"Supply_Chain","Internal","Downward","Cloud","Circular","Hybrid",36.97,100.01,0.92,68.55,0.344607594936709,0.683797287651677,0.595515695067265,0.556,"Medium"
"No_Encryption","Internal","Cross","API","Circular","Hybrid",50.57,63.44,0.98,65.93,0.482329113924051,0.422769450392577,0.569407075236672,0.485,"Medium"
"AI_Attack","External","Cross","Email","Circular","Wired",87.84,78.45,0.1,58.29,0.859746835443038,0.529907209136331,0.493273542600897,0.618,"High"
"Hacker_Passive","External","Cross","USB","Linear","Wired",38.72,52.54,0.38,68.29,0.362329113924051,0.344967880085653,0.592924763328351,0.425,"Medium"
"Rogue_Employee","External","Cross","Email","Random","Wired",47.5,64.87,0.81,29.56,0.451240506329114,0.432976445396146,0.206975585450922,0.371,"Medium"
"Virus","Internal","Backward","USB","Circular","Wireless",71.04,48.92,0.22,58.97,0.689620253164557,0.319129193433262,0.500049825610364,0.485,"Medium"
"Weak_Password","External","Forward","Cloud","Linear","Wireless",33.29,91.51,0.46,37.53,0.307341772151899,0.623126338329765,0.286397608370703,0.427,"Medium"
"Insider_Malware","External","Backward","Email","Random","Hybrid",85.71,41.03,0.21,53.92,0.838177215189873,0.262812276945039,0.449725959143,0.491,"Medium"
"No_Encryption","External","Forward","Cloud","Circular","Hybrid",39.99,82.29,0.6,39,0.375189873417722,0.557316202712348,0.301046337817638,0.426,"Medium"
"Weak_Password","Internal","Upward","Email","Random","Wireless",42.18,56.33,0.33,79.01,0.397367088607595,0.372019985724483,0.699750871948181,0.478,"Medium"
"Hacker_Active","Internal","Backward","Email","Random","Hybrid",49.42,49.04,0.96,49.67,0.470683544303797,0.319985724482513,0.407374190333832,0.391,"Medium"
"Weak_Password","External","Backward","Cloud","Linear","Hybrid",66.12,99.22,0.32,52.67,0.63979746835443,0.678158458244111,0.437269556552068,0.594,"Medium"
"Rogue_Employee","Internal","Backward","Email","Random","Wireless",98.53,72.14,0.84,78.53,0.968,0.484867951463241,0.694967613353264,0.693,"High"
"AI_Attack","External","Backward","Network","Circular","Hybrid",57.25,76.67,0.12,72.2,0.549974683544304,0.517201998572448,0.631888390632785,0.561,"Medium"
"Hacker_Passive","Internal","Forward","USB","Linear","Wired",59.29,73.89,0.31,54.86,0.570632911392405,0.497359029264811,0.45909317389138,0.508,"Medium"
"AI_Attack","Internal","Downward","Email","Linear","Wireless",29.4,83.05,0.53,29.7,0.267949367088608,0.562740899357602,0.208370702541106,0.368,"Medium"
"Hacker_Active","Internal","Downward","Email","Random","Wired",52.12,99.5,0.07,72.56,0.498025316455696,0.680157030692363,0.635475834578974,0.612,"High"
"Hacker_Passive","Internal","Forward","USB","Circular","Hybrid",14.6,71.24,0.27,54.4,0.118075949367089,0.478443968593862,0.454509217737917,0.363,"Medium"
"Hacker_Passive","External","Forward","USB","Random","Wired",46.13,94.42,0.64,49.41,0.437367088607595,0.64389721627409,0.404783258594918,0.51,"Medium"
"Rogue_Employee","External","Cross","Email","Linear","Wireless",71.92,23.05,0.58,51.91,0.69853164556962,0.134475374732334,0.429696063776781,0.392,"Medium"
"Insider_Malware","External","Upward","Email","Circular","Wireless",47.03,82.6,0.7,43.21,0.446481012658228,0.559528907922912,0.342999501743896,0.461,"Medium"
"Virus","Internal","Upward","Network","Circular","Wireless",49.14,78.46,0.42,38.72,0.467848101265823,0.529978586723769,0.29825610363727,0.442,"Medium"
"Data_Leak","External","Backward","Cloud","Circular","Wireless",50.59,73.62,0.89,44.82,0.48253164556962,0.495431834403997,0.359043348281016,0.451,"Medium"
"No_Encryption","Internal","Forward","API","Circular","Wired",48.14,72.54,0.42,76.25,0.457721518987342,0.487723054960742,0.672247135027404,0.534,"Medium"
"Rogue_Employee","External","Downward","Network","Random","Wired",51.5,60.85,0.92,44.32,0.491746835443038,0.404282655246253,0.354060787244644,0.415,"Medium"
"AI_Attack","Internal","Backward","Network","Circular","Wired",27.33,57.54,0.74,55.14,0.246987341772152,0.380656673804425,0.461883408071749,0.365,"Medium"
"Weak_Password","Internal","Cross","Network","Circular","Wireless",42.79,91.91,0.59,67.87,0.403544303797468,0.625981441827266,0.588739412057798,0.548,"Medium"
"Weak_Password","External","Downward","Cloud","Circular","Hybrid",44.88,66.27,0.67,66.68,0.424708860759494,0.442969307637402,0.576880916791231,0.478,"Medium"
"Rogue_Employee","Internal","Downward","Email","Linear","Wireless",58.55,93.63,0.57,30.76,0.563139240506329,0.638258386866524,0.218933731938216,0.49,"Medium"
"Hacker_Active","External","Forward","Email","Circular","Hybrid",53.11,62.26,0.31,81.93,0.508050632911392,0.414346895074946,0.728849028400598,0.537,"Medium"
"Hacker_Passive","Internal","Downward","Cloud","Linear","Wired",38.62,49.73,0.67,62.67,0.361316455696203,0.324910778015703,0.536920777279522,0.399,"Medium"
"Supply_Chain","External","Forward","Cloud","Random","Wireless",62.74,98.93,0.89,75,0.605569620253165,0.676088508208423,0.659790732436472,0.65,"High"
"Rogue_Employee","Internal","Backward","API","Linear","Wireless",68.4,68.03,0.86,45.94,0.662886075949367,0.45553176302641,0.370204285002491,0.492,"Medium"
"Rogue_Employee","External","Backward","Cloud","Linear","Hybrid",30.81,94.35,0.19,53.28,0.282227848101266,0.643397573162027,0.443348281016442,0.475,"Medium"
"No_Encryption","External","Upward","USB","Circular","Hybrid",52.76,45.36,0.57,55.97,0.504506329113924,0.293718772305496,0.470154459392128,0.41,"Medium"
"Supply_Chain","External","Backward","Network","Circular","Hybrid",38.76,77.16,0.56,69.78,0.36273417721519,0.520699500356888,0.607772795216741,0.499,"Medium"
"Hacker_Active","Internal","Cross","Email","Circular","Hybrid",40.88,63.69,0.35,41.68,0.38420253164557,0.424553890078515,0.327752864972596,0.383,"Medium"
"Insider_Malware","Internal","Backward","API","Circular","Wireless",56.3,109.08,0.04,52.81,0.540354430379747,0.74853675945753,0.438664673642252,0.593,"Medium"
"Data_Leak","External","Downward","Cloud","Circular","Wired",62.63,96.15,0.15,69.38,0.604455696202532,0.656245538900785,0.603786746387643,0.625,"High"
"Data_Leak","Internal","Forward","USB","Random","Wireless",55.7,81.21,0.89,76.41,0.534278481012658,0.549607423269094,0.673841554559043,0.582,"Medium"
"No_Encryption","External","Backward","Network","Random","Hybrid",41.98,59.86,0.51,46.42,0.395341772151899,0.397216274089936,0.374987543597409,0.39,"Medium"
"Insider_Malware","Internal","Backward","API","Random","Wired",66.95,89.67,0.8,81.18,0.64820253164557,0.609992862241256,0.721375186846039,0.655,"High"
"Virus","Internal","Backward","Cloud","Circular","Wireless",65.48,84.43,0.49,58.01,0.633316455696203,0.572591006423983,0.490483308420528,0.566,"Medium"
"Rogue_Employee","Internal","Downward","USB","Linear","Wireless",35.16,41.07,0.83,57.11,0.326278481012658,0.263097787294789,0.481514698555057,0.348,"Medium"
"Virus","Internal","Downward","USB","Linear","Wireless",54.7,93.76,0.5,70.1,0.524151898734177,0.639186295503212,0.61096163428002,0.596,"Medium"
"AI_Attack","External","Downward","Network","Linear","Wired",32.61,87.14,0.64,73.14,0.300455696202532,0.591934332619558,0.641255605381166,0.519,"Medium"
"No_Encryption","External","Downward","API","Circular","Wired",72,66.25,0.35,48.62,0.699341772151899,0.442826552462527,0.396910812157449,0.506,"Medium"
"Hacker_Active","External","Forward","API","Random","Wired",54.05,116.24,0.26,72.97,0.517569620253165,0.799643112062812,0.639561534628799,0.667,"High"
"Weak_Password","External","Upward","Email","Circular","Wired",66.01,89.06,0.28,45.77,0.638683544303798,0.605638829407566,0.368510214250125,0.544,"Medium"
"Insider_Malware","Internal","Cross","API","Circular","Wireless",55.82,59.72,0.8,72.58,0.535493670886076,0.39621698786581,0.635675137020429,0.51,"Medium"
"Insider_Malware","Internal","Cross","USB","Circular","Hybrid",48.38,88.62,0.82,52.04,0.460151898734177,0.602498215560314,0.430991529646238,0.508,"Medium"
"Hacker_Active","Internal","Upward","Email","Circular","Hybrid",61.26,78.19,0.48,48.2,0.590582278481013,0.528051391862955,0.392725460886896,0.506,"Medium"
"No_Encryption","Internal","Cross","Email","Circular","Wired",33.45,66.5,0.44,75.89,0.308962025316456,0.444610992148465,0.668659691081216,0.471,"Medium"
"Supply_Chain","Internal","Upward","Cloud","Linear","Hybrid",28.51,4.76,0.81,67.05,0.258936708860759,0.00392576730906495,0.580568011958146,0.253,"Low"
"Weak_Password","External","Upward","Cloud","Circular","Wireless",40.53,61.37,0.94,41.73,0.380658227848101,0.407994289793005,0.328251121076233,0.376,"Medium"
"Insider_Malware","Internal","Cross","USB","Random","Wireless",53.95,70.49,0.79,73.05,0.516556962025317,0.473090649536046,0.640358744394619,0.536,"Medium"
"Weak_Password","Internal","Backward","Email","Linear","Wired",43.79,84.47,0.22,55.99,0.413670886075949,0.572876516773733,0.470353761833583,0.494,"Medium"
"Data_Leak","External","Downward","Cloud","Linear","Wired",43.02,77.05,0.3,68.53,0.405873417721519,0.519914346895075,0.59531639262581,0.508,"Medium"
"Rogue_Employee","External","Backward","Network","Random","Hybrid",63.81,74.53,0.03,66.86,0.616405063291139,0.501927194860814,0.578674638764325,0.559,"Medium"
"Hacker_Active","External","Upward","API","Linear","Hybrid",42.47,100.26,0.19,45.45,0.400303797468354,0.685581727337616,0.365321375186846,0.504,"Medium"
"Weak_Password","Internal","Forward","Email","Random","Wireless",64.62,68.94,0.44,58.28,0.624607594936709,0.462027123483226,0.493173891380169,0.52,"Medium"
"Hacker_Passive","External","Forward","Email","Linear","Wireless",38.41,48.89,0.18,59.65,0.359189873417722,0.318915060670949,0.506826108619831,0.387,"Medium"
"Rogue_Employee","Internal","Forward","Cloud","Random","Hybrid",46.15,59.93,0.82,53.49,0.437569620253165,0.397715917201999,0.445440956651719,0.424,"Medium"
"Insider_Malware","External","Downward","Network","Random","Wired",37.61,66.31,0.04,30.08,0.351088607594937,0.443254817987152,0.212157448928749,0.346,"Medium"
"Rogue_Employee","Internal","Backward","USB","Random","Wireless",43.61,58.51,0.44,52.38,0.411848101265823,0.387580299785867,0.434379671150972,0.409,"Medium"
"Data_Leak","External","Forward","API","Random","Wireless",32.57,32.71,0.92,67.35,0.300050632911392,0.203426124197002,0.58355754857997,0.346,"Medium"
"Rogue_Employee","External","Upward","Cloud","Circular","Hybrid",56.7,81.91,0.06,74.49,0.544405063291139,0.554603854389722,0.654708520179372,0.582,"Medium"
"Data_Leak","External","Cross","API","Random","Hybrid",67.73,85.83,0.11,77.18,0.656101265822785,0.582583868665239,0.681514698555058,0.634,"High"
"Data_Leak","External","Downward","Email","Random","Wireless",54.25,55.28,0.28,70.71,0.519594936708861,0.36452533904354,0.617040358744395,0.487,"Medium"
"Virus","External","Cross","Cloud","Linear","Hybrid",75.68,78.72,0.93,56.97,0.736607594936709,0.531834403997145,0.480119581464873,0.578,"Medium"
"Hacker_Active","Internal","Cross","Network","Circular","Wired",25.4,63.69,0.48,54.81,0.227443037974684,0.424553890078515,0.458594917787743,0.376,"Medium"
"AI_Attack","Internal","Forward","USB","Random","Wired",38.73,64.09,0.77,51.29,0.362430379746835,0.427408993576017,0.423517688091679,0.407,"Medium"
"Rogue_Employee","Internal","Cross","Email","Random","Hybrid",57.87,82.08,0.9,74.08,0.556253164556962,0.55581727337616,0.650622820129547,0.584,"Medium"
"Hacker_Passive","External","Backward","USB","Linear","Wired",59.5,78.36,0.06,50.95,0.572759493670886,0.529264810849393,0.420129546586946,0.51,"Medium"
"Hacker_Active","External","Cross","Network","Circular","Wireless",54.9,58.33,0.87,63.05,0.526177215189873,0.386295503211991,0.540707523667165,0.475,"Medium"
"Data_Leak","Internal","Forward","Email","Circular","Wireless",76.19,55.36,0.24,73.92,0.741772151898734,0.365096359743041,0.649028400597907,0.563,"Medium"
"No_Encryption","External","Cross","USB","Random","Wireless",75.13,80.87,0.79,65.39,0.731037974683544,0.547180585296217,0.564025909317389,0.607,"High"
"No_Encryption","Internal","Backward","Email","Linear","Hybrid",28.11,50.02,0.98,62.8,0.254886075949367,0.326980728051392,0.538216243148979,0.369,"Medium"
"Virus","External","Downward","USB","Linear","Hybrid",43.74,55.91,0.68,53.7,0.413164556962025,0.369022127052106,0.447533632286996,0.406,"Medium"
"No_Encryption","External","Upward","Network","Circular","Wired",28.49,97.66,0.38,42.51,0.25873417721519,0.667023554603854,0.336023916292975,0.445,"Medium"
"Virus","External","Cross","Email","Circular","Hybrid",34.54,73.21,0.21,55.85,0.32,0.492505353319058,0.468958644743398,0.434,"Medium"
"Data_Leak","Internal","Cross","Cloud","Linear","Hybrid",53.72,61.12,0.08,47.16,0.514227848101266,0.406209850107066,0.382361733931241,0.431,"Medium"
"Virus","External","Forward","Email","Linear","Wireless",55.27,46.44,0.79,62.09,0.529924050632911,0.301427551748751,0.531141006477329,0.439,"Medium"
"Insider_Malware","Internal","Backward","Email","Random","Hybrid",38.29,84.35,0.64,60.47,0.357974683544304,0.572019985724483,0.514997508719482,0.491,"Medium"
"Data_Leak","External","Upward","Network","Linear","Wired",54.52,58.92,0.89,54.95,0.522329113924051,0.390506780870807,0.459990034877927,0.451,"Medium"
"Rogue_Employee","Internal","Downward","API","Random","Wireless",39.08,71.94,0.82,68.7,0.365974683544304,0.48344039971449,0.597010463378176,0.482,"Medium"
"No_Encryption","External","Forward","Network","Circular","Hybrid",53.74,93.8,0.77,81.82,0.514430379746835,0.639471805852962,0.727752864972596,0.628,"High"
"Data_Leak","Internal","Downward","USB","Linear","Wireless",51.7,65.61,0.77,60.83,0.493772151898734,0.438258386866524,0.51858495266567,0.479,"Medium"
"AI_Attack","External","Forward","Cloud","Linear","Hybrid",45.74,90.62,0.88,68.12,0.433417721518987,0.616773733047823,0.591230692575984,0.554,"Medium"
"Hacker_Active","External","Backward","Network","Linear","Hybrid",35.6,47.08,0.31,44.61,0.33073417721519,0.305995717344754,0.35695067264574,0.329,"Medium"
"No_Encryption","Internal","Downward","Email","Linear","Hybrid",43.02,34.74,0.62,58.5,0.405873417721519,0.217915774446824,0.495366218236173,0.358,"Medium"
"AI_Attack","Internal","Forward","Network","Random","Hybrid",57.37,76.54,0.72,60.46,0.551189873417722,0.51627408993576,0.514897857498754,0.526,"Medium"
"No_Encryption","External","Backward","API","Circular","Wired",42.59,93.81,0.85,66.88,0.401518987341772,0.6395431834404,0.57887394120578,0.55,"Medium"
"Insider_Malware","External","Downward","Email","Circular","Wireless",45.12,59.47,0.91,65.77,0.427139240506329,0.394432548179872,0.567812655705032,0.456,"Medium"
"AI_Attack","External","Backward","API","Linear","Hybrid",33.95,64.9,0.92,62.61,0.314025316455696,0.433190578158458,0.536322869955157,0.428,"Medium"
"Weak_Password","Internal","Downward","Cloud","Linear","Hybrid",43.49,88.52,0.11,65.87,0.410632911392405,0.601784439685939,0.568809167912307,0.535,"Medium"
"No_Encryption","External","Cross","USB","Circular","Hybrid",49.63,60.91,0.17,46.7,0.472810126582279,0.404710920770878,0.377777777777778,0.417,"Medium"
"Virus","Internal","Upward","Cloud","Random","Hybrid",39.06,47.6,0.53,62.86,0.365772151898734,0.309707351891506,0.538814150473343,0.395,"Medium"
"Insider_Malware","Internal","Forward","Cloud","Linear","Hybrid",44.26,53.48,0.94,35.59,0.418430379746835,0.351677373304782,0.267065271549577,0.346,"Medium"
"Hacker_Active","External","Forward","Cloud","Linear","Wired",33.49,66.54,0.36,73.65,0.309367088607595,0.444896502498216,0.646337817638266,0.465,"Medium"
"Rogue_Employee","Internal","Backward","API","Linear","Wired",61.24,39.02,0.78,70.26,0.590379746835443,0.248465381870093,0.612556053811659,0.46,"Medium"
"Supply_Chain","Internal","Cross","API","Circular","Wired",83.15,86.18,0.14,59.26,0.812253164556962,0.585082084225553,0.50293971101146,0.629,"High"
"AI_Attack","Internal","Backward","Email","Random","Hybrid",43.62,81.48,0.76,85.32,0.411949367088608,0.551534618129907,0.762630792227205,0.573,"Medium"
"Supply_Chain","External","Downward","USB","Circular","Wired",57,86.85,0.07,51.78,0.547443037974684,0.589864382583869,0.428400597907324,0.529,"Medium"
"Supply_Chain","Internal","Backward","Network","Circular","Wired",73.73,100.91,0.53,79.09,0.716860759493671,0.690221270521056,0.700548081714001,0.701,"High"
"Weak_Password","Internal","Backward","Cloud","Random","Wired",44.23,89.75,0.12,70.52,0.418126582278481,0.610563882940757,0.615146985550573,0.554,"Medium"
"Data_Leak","Internal","Downward","Network","Circular","Wireless",44.16,98.96,0.17,92.84,0.417417721518987,0.676302640970735,0.83756851021425,0.647,"High"
"Hacker_Active","Internal","Cross","Email","Linear","Wired",59.71,62.99,0.39,79.04,0.574886075949367,0.419557458957887,0.700049825610364,0.55,"Medium"
"Virus","Internal","Downward","Email","Linear","Wireless",35.71,93.21,0.11,71.42,0.331848101265823,0.635260528194147,0.624115595416044,0.541,"Medium"
"AI_Attack","Internal","Backward","Network","Linear","Wireless",47.4,43,0.16,68.74,0.450227848101266,0.276873661670236,0.597409068261086,0.425,"Medium"
"Supply_Chain","External","Cross","Email","Circular","Hybrid",41.7,82.27,0.62,68.01,0.392506329113924,0.557173447537473,0.590134529147982,0.518,"Medium"
"Hacker_Passive","Internal","Downward","Cloud","Circular","Wired",35.48,103.16,0.07,72.95,0.329518987341772,0.706281227694504,0.639362232187344,0.573,"Medium"
"Hacker_Active","External","Forward","Email","Linear","Hybrid",56.31,111.15,0.44,71.45,0.540455696202532,0.763311920057102,0.624414549078226,0.655,"High"
"Virus","External","Upward","Network","Linear","Wireless",47.92,75.82,0.68,78.01,0.455493670886076,0.511134903640257,0.689785749875436,0.548,"Medium"
"Virus","External","Downward","USB","Linear","Wireless",82.54,85.29,0.86,57.89,0.806075949367089,0.578729478943612,0.489287493771799,0.62,"High"
"Insider_Malware","Internal","Downward","USB","Random","Wireless",7.35,48.43,0.37,86.55,0.0446582278481013,0.315631691648822,0.774887892376682,0.372,"Medium"
"Insider_Malware","External","Cross","Cloud","Linear","Hybrid",59.68,39.32,0.49,59.62,0.574582278481013,0.250606709493219,0.506527154957648,0.425,"Medium"
"Supply_Chain","External","Upward","Network","Circular","Wired",37.68,69.75,0.64,40.41,0.35179746835443,0.467808708065667,0.315097159940209,0.387,"Medium"
