"Threat_Source","Direction","Pattern","Medium","Attack_Strength","Propagation_Speed","Impact","Mutation","Vulnerability_Score","Risk_Score","Risk_Norm","Impact_Norm","Speed_Norm","Propagation_Probability","Threat_Type"
"Weak_Password","Cross","Circular","USB",8.95,4.81,24.66,0,1.3,4.76,0.389403973509934,0.162901969511517,0.423333333333333,0.47,"Internal"
"Phishing","Cross","Random","Email",6.75,3.74,52.97,0,3.58,5.25,0.454304635761589,0.477912540336041,0.304444444444444,0.54,"External"
"Weak_Password","Forward","Random","Network",6.53,8.24,77.27,1,6.1,7.31,0.727152317880795,0.748303104484255,0.804444444444445,0.8,"Internal"
"Insider_Attack","Backward","Linear","Network",4.57,3.55,78.92,1,8.05,6.04,0.558940397350993,0.76666295760543,0.283333333333333,0.63,"Internal"
"Phishing","Backward","Circular","Email",2.92,6.08,92.02,0,9.16,6.69,0.645033112582782,0.91242906420385,0.564444444444444,0.75,"External"
"Weak_Password","Backward","Circular","Email",9.36,6.51,25.74,0,6.6,5.8,0.527152317880795,0.174919327918104,0.612222222222222,0.57,"Internal"
"Insider_Attack","Downward","Random","Email",4.99,9.45,70.69,1,7.95,7.01,0.687417218543046,0.675086235673751,0.938888888888889,0.8,"Internal"
"Hacker_AI","Cross","Random","Email",2.75,8.64,97.79,0,4.99,6.96,0.680794701986755,0.976632914209414,0.848888888888889,0.84,"External"
"Misconfiguration","Cross","Hybrid","Cloud",4.69,2.45,54.41,1,8.96,4.97,0.417218543046358,0.493935684878157,0.161111111111111,0.5,"Internal"
"Malware","Upward","Hybrid","Network",6.27,5.82,91.77,1,7.24,7.44,0.744370860927152,0.909647268276399,0.535555555555556,0.79,"External"
"Misconfiguration","Downward","Linear","Network",7.13,7.1,22.25,0,9.58,5.41,0.475496688741722,0.136085456770891,0.677777777777778,0.55,"Internal"
"Phishing","Downward","Hybrid","Email",6.09,1.3,26.76,1,2.91,3.45,0.215894039735099,0.186269055302103,0.0333333333333333,0.33,"External"
"Misconfiguration","Upward","Random","USB",8.41,1.6,17.73,0,9.14,4.47,0.350993377483444,0.0857905864025815,0.0666666666666667,0.37,"Internal"
"Phishing","Upward","Random","Internal_System",3.25,4.3,39.37,0,2.78,3.69,0.247682119205298,0.326582841882719,0.366666666666667,0.44,"External"
"Misconfiguration","Forward","Linear","Internal_System",1.51,9.01,97.1,0,8.21,6.96,0.680794701986755,0.968955157449649,0.89,0.84,"Internal"
"Hacker_Human","Forward","Random","USB",3.02,1.99,80.8,0,1.49,4.68,0.378807947019868,0.78758206297986,0.11,0.53,"External"
"Hacker_Human","Cross","Hybrid","Network",8.27,2.89,75.89,1,9.09,7,0.686092715231788,0.732947590964727,0.21,0.66,"External"
"Data_Leak","Backward","Linear","USB",9.57,1.74,93.13,1,7.29,7.67,0.774834437086093,0.924780238121731,0.0822222222222222,0.71,"Internal"
"Misconfiguration","Cross","Random","Cloud",8.31,1.86,90.99,1,5.54,7.06,0.694039735099338,0.900968064982753,0.0955555555555556,0.68,"Internal"
"Hacker_Human","Cross","Circular","Internal_System",9.27,1.86,59.92,1,6.22,6.17,0.576158940397351,0.555246467119172,0.0955555555555556,0.56,"External"
"Virus","Cross","Random","Cloud",5.06,1.3,17.7,0,5.36,3.02,0.158940397350993,0.0854567708912874,0.0333333333333333,0.29,"External"
"Hacker_AI","Forward","Random","Cloud",3.8,10,40.62,0,5.8,5.34,0.466225165562914,0.340491821519973,1,0.65,"External"
"Insider_Attack","Cross","Linear","Network",9.96,8.56,25.35,0,4.04,6.12,0.56953642384106,0.170579726271281,0.84,0.63,"Internal"
"Insider_Attack","Upward","Circular","USB",2.14,2.43,13.41,0,6.06,2.27,0.0596026490066225,0.0377211527762323,0.158888888888889,0.26,"Internal"
"Hacker_Human","Downward","Linear","Cloud",4.28,6.35,40.55,0,1.57,4.33,0.332450331125828,0.339712918660287,0.594444444444444,0.52,"External"
"Phishing","Upward","Linear","Network",6.59,1.15,28.55,0,8.28,4.18,0.312582781456954,0.20618671414265,0.0166666666666667,0.37,"External"
"Malware","Downward","Hybrid","Internal_System",2,5.9,25.65,1,1.15,2.92,0.145695364238411,0.173917881384222,0.544444444444445,0.4,"External"
"Misconfiguration","Downward","Random","Email",5.99,4.86,51.6,1,3.76,5.21,0.449006622516556,0.462668298653611,0.428888888888889,0.56,"Internal"
"Weak_Password","Upward","Random","Network",1.67,5.02,20.88,1,2.02,2.54,0.095364238410596,0.120841215088461,0.446666666666667,0.35,"Internal"
"Hacker_AI","Forward","Linear","Cloud",1.21,8.59,17.84,1,3.31,3.13,0.173509933774834,0.0870145766106598,0.843333333333333,0.46,"External"
"Malware","Forward","Linear","USB",5.03,4.89,42.33,1,7.26,4.91,0.409271523178808,0.359519305663737,0.432222222222222,0.52,"External"
"Unpatched_System","Backward","Linear","Internal_System",9.38,1.14,82.64,0,4.99,6.85,0.666225165562914,0.808056081005897,0.0155555555555555,0.63,"Internal"
"Data_Leak","Backward","Linear","Email",8.61,9.42,60.92,1,8.21,7.72,0.781456953642384,0.566373650828975,0.935555555555556,0.81,"Internal"
"Insider_Attack","Backward","Hybrid","Network",4.68,1.3,52.08,0,6.16,4.36,0.336423841059603,0.468009346834316,0.0333333333333333,0.43,"Internal"
"Data_Leak","Cross","Linear","Cloud",8.18,6.18,22.65,0,2.61,4.86,0.402649006622517,0.140536330254812,0.575555555555555,0.5,"Internal"
"Misconfiguration","Backward","Linear","Email",1.21,3.86,67.62,1,8.62,4.7,0.381456953642384,0.640925781684656,0.317777777777778,0.54,"Internal"
"Virus","Downward","Random","USB",7.58,3.33,76.79,0,9.14,6.93,0.67682119205298,0.74296205630355,0.258888888888889,0.67,"External"
"Unpatched_System","Upward","Random","USB",4.32,4.13,31.57,0,6.83,4.07,0.298013245033113,0.239790808946256,0.347777777777778,0.44,"Internal"
"Hacker_AI","Forward","Random","USB",5.33,8.91,28.57,1,2.73,4.8,0.394701986754967,0.206409257816847,0.878888888888889,0.57,"External"
"Phishing","Backward","Random","Network",2.03,3.31,55.32,1,7.15,4.2,0.31523178807947,0.504061422054078,0.256666666666667,0.48,"External"
"Insider_Attack","Cross","Random","Cloud",6.6,4.61,99.18,0,8.5,7.72,0.781456953642384,0.99209969956604,0.401111111111111,0.79,"Internal"
"Hacker_AI","Upward","Circular","USB",8.1,9.08,93.22,0,2.63,8.24,0.850331125827815,0.925781684655614,0.897777777777778,0.9,"External"
"Data_Leak","Forward","Circular","USB",4.41,6.75,59.19,1,7.01,5.74,0.519205298013245,0.547123623011016,0.638888888888889,0.64,"Internal"
"Hacker_AI","Backward","Hybrid","USB",3.64,3.88,12.97,1,9.31,3.32,0.198675496688742,0.032825191943919,0.32,0.35,"External"
"Unpatched_System","Backward","Hybrid","USB",4.51,9.55,11.59,0,7.41,4.47,0.350993377483444,0.0174696784243908,0.95,0.53,"Internal"
"Unpatched_System","Upward","Circular","Network",1.8,6.19,30.19,1,8.15,3.8,0.262251655629139,0.224435295426727,0.576666666666667,0.47,"Internal"
"Data_Leak","Forward","Circular","Email",4.66,5.11,85.12,1,4.39,6.26,0.588079470198676,0.835651496606209,0.456666666666667,0.69,"Internal"
"Malware","Upward","Hybrid","USB",1.36,7.51,14.43,0,2.26,2.71,0.117880794701987,0.0490708801602314,0.723333333333333,0.4,"External"
"Unpatched_System","Backward","Circular","USB",9.13,7.81,12.69,0,5.2,5.33,0.464900662251656,0.0297095805051741,0.756666666666667,0.54,"Internal"
"Misconfiguration","Cross","Hybrid","USB",2.07,3.81,31.59,1,3,2.95,0.149668874172185,0.240013352620452,0.312222222222222,0.37,"Internal"
"Phishing","Backward","Hybrid","Network",6.2,3.79,12.89,1,5.51,3.68,0.24635761589404,0.0319350172471348,0.31,0.37,"External"
"Weak_Password","Cross","Random","USB",3.01,3.93,31.82,1,6.37,3.6,0.235761589403974,0.242572604873706,0.325555555555556,0.41,"Internal"
"Unpatched_System","Forward","Linear","Internal_System",8.53,7.71,49.57,0,7.27,6.81,0.660927152317881,0.440080115722711,0.745555555555556,0.7,"Internal"
"Malware","Downward","Circular","USB",9.97,5.58,88.73,1,7.82,8.44,0.87682119205298,0.875820629798598,0.508888888888889,0.83,"External"
"Data_Leak","Backward","Linear","Network",3.12,6.67,56.85,0,1.14,4.66,0.376158940397351,0.521086013130077,0.63,0.58,"Internal"
"Unpatched_System","Downward","Hybrid","USB",2.68,3.09,31.7,1,5.59,3.25,0.189403973509934,0.24123734282853,0.232222222222222,0.37,"Internal"
"Phishing","Backward","Linear","Cloud",7.05,9.04,52.44,1,2.63,6.28,0.590728476821192,0.472015132969845,0.893333333333333,0.71,"External"
"Insider_Attack","Downward","Random","Cloud",6.14,2.71,46.98,1,5.37,4.8,0.394701986754967,0.411260709914321,0.19,0.48,"Internal"
"Hacker_Human","Forward","Linear","Email",1.71,1.72,20.37,0,1.46,1.82,0,0.115166351396462,0.08,0.24,"External"
"Misconfiguration","Downward","Random","Cloud",3.04,8.96,59.96,0,4.05,5.51,0.488741721854305,0.555691554467564,0.884444444444445,0.68,"Internal"
"Weak_Password","Downward","Circular","Network",8.48,4.57,50.11,0,9.27,6.39,0.605298013245033,0.446088794926004,0.396666666666667,0.61,"Internal"
"Data_Leak","Forward","Hybrid","USB",1.11,4.14,81.02,1,6.6,5.06,0.429139072847682,0.790030043396016,0.348888888888889,0.6,"Internal"
"Virus","Downward","Random","Internal_System",1.39,2.29,23.12,1,4.39,2.24,0.0556291390728477,0.14576610659842,0.143333333333333,0.28,"External"
"Unpatched_System","Cross","Circular","Network",6.99,7.2,98.57,0,1.03,7.58,0.762913907284768,0.98531211750306,0.688888888888889,0.84,"Internal"
"Malware","Upward","Linear","USB",5.8,8.46,24.71,1,9.63,5.38,0.471523178807947,0.163458328697007,0.828888888888889,0.59,"External"
"Malware","Cross","Hybrid","USB",3.07,2.54,31.27,0,3.88,3.07,0.165562913907285,0.236452653833315,0.171111111111111,0.35,"External"
"Virus","Backward","Linear","Internal_System",3.88,9.1,13.98,1,6.17,4.16,0.309933774834437,0.0440636474908201,0.9,0.51,"External"
"Phishing","Cross","Linear","Internal_System",3.54,5.18,90.12,1,7.37,6.44,0.611920529801325,0.891287415155224,0.464444444444444,0.72,"External"
"Data_Leak","Downward","Linear","Cloud",3.97,7.13,80.66,1,4.77,6.32,0.596026490066225,0.786024257260487,0.681111111111111,0.73,"Internal"
"Phishing","Forward","Circular","Email",7.94,2.36,35.01,1,3.97,4.65,0.374834437086093,0.278068320907978,0.151111111111111,0.44,"External"
"Malware","Cross","Circular","USB",2.27,2,18.24,0,7.91,2.6,0.103311258278146,0.091465450094581,0.111111111111111,0.28,"External"
"Misconfiguration","Forward","Hybrid","Internal_System",3.56,3.84,49.42,0,1.91,4,0.288741721854305,0.43841103816624,0.315555555555556,0.47,"Internal"
"Unpatched_System","Upward","Circular","Email",8.14,7.6,43.55,1,5.71,6.28,0.590728476821192,0.373094469789696,0.733333333333333,0.66,"Internal"
"Data_Leak","Downward","Random","Email",3.62,4.84,76.71,0,6.62,5.78,0.524503311258278,0.742071881606765,0.426666666666667,0.64,"Internal"
"Hacker_AI","Forward","Linear","Email",5.12,1.41,27.29,1,9.93,3.9,0.275496688741722,0.192166462668299,0.0455555555555555,0.36,"External"
"Unpatched_System","Upward","Circular","Internal_System",9.06,9.03,13.05,0,7.42,5.79,0.525827814569536,0.0337153666407033,0.892222222222222,0.6,"Internal"
"Hacker_Human","Backward","Linear","Cloud",9.59,3.97,39.88,0,2.12,5.48,0.48476821192053,0.332257705574719,0.33,0.53,"External"
"Weak_Password","Upward","Hybrid","Cloud",2.93,1.12,17.68,1,1.45,1.96,0.0185430463576159,0.0852342272170914,0.0133333333333333,0.23,"Internal"
"Weak_Password","Downward","Linear","Cloud",8.79,7.56,88.56,1,1.83,7.87,0.801324503311258,0.873929008567931,0.728888888888889,0.84,"Internal"
"Unpatched_System","Upward","Linear","Cloud",1.55,7.65,72.21,0,6.9,5.57,0.496688741721854,0.691999554912652,0.738888888888889,0.68,"Internal"
"Malware","Downward","Linear","USB",5.57,2.67,95.53,1,9.29,6.96,0.680794701986755,0.951485479025259,0.185555555555556,0.7,"External"
"Weak_Password","Downward","Circular","Network",8.19,5.56,54.38,1,2.6,6,0.55364238410596,0.493601869366863,0.506666666666667,0.62,"Internal"
"Weak_Password","Cross","Circular","Email",3.9,5.63,76.57,1,4.45,5.8,0.527152317880795,0.740514075887393,0.514444444444444,0.66,"Internal"
"Hacker_AI","Forward","Random","Internal_System",7.1,7.16,37.48,0,3.41,5.4,0.474172185430464,0.305552464671192,0.684444444444444,0.59,"External"
"Hacker_AI","Forward","Hybrid","Internal_System",6.99,6.08,75.55,1,1.88,6.52,0.622516556291391,0.729164348503394,0.564444444444444,0.71,"External"
"Malware","Downward","Circular","Email",2.96,2.97,40.5,0,9.03,4.01,0.290066225165563,0.339156559474797,0.218888888888889,0.43,"External"
"Hacker_Human","Cross","Linear","Cloud",8.99,5.8,95.2,1,5.12,8.18,0.842384105960265,0.947813508401024,0.533333333333333,0.83,"External"
"Hacker_AI","Downward","Random","Network",5.28,5.09,20.79,1,8.27,4.26,0.32317880794702,0.119839768554579,0.454444444444444,0.44,"External"
"Data_Leak","Forward","Random","Internal_System",7.17,3.59,48.07,0,9.21,5.71,0.51523178807947,0.423389340158006,0.287777777777778,0.55,"Internal"
"Hacker_Human","Upward","Circular","Network",2.17,6.69,75.18,0,9.17,5.91,0.541721854304636,0.725047290530767,0.632222222222222,0.69,"External"
"Data_Leak","Downward","Linear","Cloud",8.74,5.8,32.69,1,9.29,6.02,0.556291390728477,0.252253254701235,0.533333333333333,0.58,"Internal"
"Malware","Backward","Linear","Email",8.91,6.85,69.93,1,6,7.44,0.744370860927152,0.666629576054301,0.65,0.76,"External"
"Data_Leak","Cross","Linear","Internal_System",3.24,7.02,17.78,1,1.33,3.22,0.185430463576159,0.0863469455880717,0.668888888888889,0.43,"Internal"
"Weak_Password","Downward","Linear","Email",4.54,1.38,32.24,1,7.35,3.66,0.243708609271523,0.247246022031824,0.0422222222222222,0.36,"Internal"
"Phishing","Backward","Hybrid","Internal_System",6.45,9.47,23.35,0,7.64,5.53,0.491390728476821,0.148325358851675,0.941111111111111,0.61,"External"
"Misconfiguration","Upward","Random","USB",9.39,1.24,42.71,1,9.45,5.72,0.516556291390728,0.363747635473462,0.0266666666666667,0.48,"Internal"
"Hacker_AI","Upward","Linear","Internal_System",8.33,1.25,84.36,0,3.14,6.44,0.611920529801325,0.827194836986759,0.0277777777777778,0.62,"External"
"Weak_Password","Cross","Linear","Email",5.3,2.01,31.68,0,7.59,4.02,0.291390728476821,0.241014799154334,0.112222222222222,0.39,"Internal"
"Virus","Downward","Random","USB",8.66,6.07,98.88,1,7.09,8.48,0.882119205298013,0.988761544453099,0.563333333333333,0.86,"External"
"Misconfiguration","Upward","Random","Internal_System",6.44,9.33,74.18,0,5.71,7.34,0.73112582781457,0.713920106820964,0.925555555555556,0.82,"Internal"
"Misconfiguration","Upward","Circular","Internal_System",3.23,7.84,13.1,0,1.58,3.22,0.185430463576159,0.0342717258261934,0.76,0.43,"Internal"
"Virus","Downward","Linear","USB",5.03,2.51,45.95,1,7.31,4.58,0.365562913907285,0.399799710693224,0.167777777777778,0.46,"External"
"Weak_Password","Backward","Circular","Email",2.01,3.58,43.39,0,6.8,3.73,0.252980132450331,0.371314120396128,0.286666666666667,0.43,"Internal"
"Phishing","Upward","Random","Email",6.99,2.13,43.86,1,2.05,4.48,0.352317880794702,0.376543896739735,0.125555555555556,0.44,"External"
"Malware","Backward","Random","Internal_System",9.74,4.61,51.22,1,5.14,6.41,0.60794701986755,0.458439968843886,0.401111111111111,0.62,"External"
"Hacker_AI","Upward","Hybrid","Email",5.85,3.69,54.46,0,1.64,4.84,0.4,0.494492044063647,0.298888888888889,0.52,"External"
"Virus","Backward","Linear","Network",7.06,4.82,60.6,1,9.07,6.41,0.60794701986755,0.562812952041838,0.424444444444444,0.64,"External"
"Virus","Downward","Random","USB",5.43,2.43,41.91,1,2.68,4.06,0.296688741721854,0.354845888505619,0.158888888888889,0.42,"External"
"Hacker_AI","Upward","Circular","Email",6.76,7.39,23.82,1,5.64,5.02,0.423841059602649,0.153555135195282,0.71,0.54,"External"
"Data_Leak","Upward","Circular","Email",3.76,1.5,65.38,1,9.08,4.95,0.414569536423841,0.616000890174697,0.0555555555555556,0.5,"Internal"
"Data_Leak","Backward","Circular","USB",5.4,2.71,88.15,1,8.41,6.53,0.623841059602649,0.869366863246912,0.19,0.66,"Internal"
"Hacker_AI","Forward","Random","Network",9.41,9.28,49.96,0,6.6,7.34,0.73112582781457,0.444419717369534,0.92,0.77,"External"
"Data_Leak","Downward","Circular","Internal_System",2.69,8.92,98.11,0,3.37,6.85,0.666225165562914,0.980193612996551,0.88,0.84,"Internal"
"Weak_Password","Cross","Circular","Email",1.48,5.88,80.42,1,2.26,5.06,0.429139072847682,0.783353733170135,0.542222222222222,0.64,"Internal"
"Weak_Password","Upward","Linear","Network",1.82,6.85,38.19,0,9.01,4.34,0.333774834437086,0.313452765105152,0.65,0.53,"Internal"
"Malware","Downward","Circular","USB",5.53,9.57,87.54,0,2.32,7.31,0.727152317880795,0.862579281183932,0.952222222222222,0.85,"External"
"Hacker_Human","Cross","Hybrid","Email",5.95,8.85,93.1,1,7.95,8.07,0.827814569536424,0.924446422610437,0.872222222222222,0.89,"External"
"Misconfiguration","Cross","Hybrid","Email",8.51,8.26,75.15,0,2.88,7.5,0.752317880794702,0.724713475019473,0.806666666666667,0.81,"Internal"
"Weak_Password","Backward","Circular","Network",7.08,7.61,20.48,0,2.92,4.76,0.389403973509934,0.11639034160454,0.734444444444444,0.53,"Internal"
"Phishing","Downward","Linear","Network",1.77,3.85,67.78,0,8.27,4.84,0.4,0.642706131078224,0.316666666666667,0.55,"External"
"Phishing","Downward","Circular","Cloud",2.62,4.33,60.15,1,3.02,4.36,0.336423841059603,0.557805719372427,0.37,0.52,"External"
"Unpatched_System","Forward","Random","Email",1.41,3.45,48.17,0,6.37,3.68,0.24635761589404,0.424502058528986,0.272222222222222,0.44,"Internal"
"Virus","Forward","Circular","Cloud",3.41,3.71,93.44,1,7.77,6.28,0.590728476821192,0.92822966507177,0.301111111111111,0.68,"External"
"Hacker_AI","Upward","Linear","Network",6.25,5.8,54.06,0,6.41,5.84,0.532450331125828,0.490041170579726,0.533333333333333,0.62,"External"
"Misconfiguration","Cross","Hybrid","Network",8.98,3.21,83.52,0,4.41,7.12,0.701986754966887,0.817848002670524,0.245555555555556,0.69,"Internal"
"Data_Leak","Backward","Random","Internal_System",5.75,1.9,66.37,0,7.95,5.55,0.494039735099338,0.627016802047402,0.1,0.54,"Internal"
"Virus","Downward","Linear","USB",4.06,8.09,39.45,1,4.81,4.89,0.406622516556291,0.327473016579504,0.787777777777778,0.59,"External"
"Insider_Attack","Downward","Random","Internal_System",4.85,3.12,70.92,0,2.27,5.14,0.439735099337748,0.677645487927006,0.235555555555556,0.56,"Internal"
"Phishing","Backward","Circular","Cloud",2.48,7.99,58.23,0,9.72,5.64,0.505960264900662,0.536441526649605,0.776666666666667,0.67,"External"
"Data_Leak","Upward","Random","USB",4.11,4.34,51.33,0,4.61,4.62,0.370860927152318,0.459663959051964,0.371111111111111,0.51,"Internal"
"Virus","Upward","Hybrid","USB",4.6,7.92,38.38,0,5.98,5.1,0.434437086092715,0.315566930010014,0.768888888888889,0.59,"External"
"Weak_Password","Backward","Random","Network",1.27,6.93,28.4,0,2.12,3.12,0.172185430463576,0.20451763658618,0.658888888888889,0.44,"Internal"
"Virus","Downward","Random","Cloud",1.8,7.78,21.96,1,3.93,3.37,0.205298013245033,0.132858573495048,0.753333333333333,0.46,"External"
"Virus","Cross","Linear","Internal_System",2.36,6.06,43.36,0,4.38,4.09,0.300662251655629,0.370980304884834,0.562222222222222,0.51,"External"
"Misconfiguration","Upward","Circular","USB",2.88,3.94,30.57,1,1.15,2.99,0.154966887417219,0.228663625236453,0.326666666666667,0.37,"Internal"
"Unpatched_System","Forward","Random","Email",9.4,2.73,87.94,0,5.63,7.45,0.745695364238411,0.867030154667853,0.192222222222222,0.71,"Internal"
"Weak_Password","Forward","Circular","Cloud",9.8,4.4,84.51,1,1.11,7.31,0.727152317880795,0.828863914543229,0.377777777777778,0.73,"Internal"
"Hacker_AI","Cross","Random","Network",7.71,4.37,85.62,0,6.07,7.22,0.71523178807947,0.841215088461111,0.374444444444444,0.73,"External"
"Misconfiguration","Upward","Random","Email",4.16,5.32,51.12,0,2.08,4.56,0.362913907284768,0.457327250472905,0.48,0.53,"Internal"
"Malware","Downward","Random","USB",8.35,1.26,67.78,1,5.04,5.97,0.549668874172185,0.642706131078224,0.0288888888888889,0.55,"External"
"Hacker_Human","Cross","Linear","Network",3.86,5.82,22.17,0,3.49,3.56,0.23046357615894,0.135195282074107,0.535555555555556,0.43,"External"
"Weak_Password","Downward","Linear","Cloud",9.17,8.38,72.98,1,7.79,8.13,0.835761589403974,0.7005674863692,0.82,0.84,"Internal"
"Weak_Password","Forward","Circular","Email",7.92,8.53,96.29,1,3.51,8.28,0.855629139072848,0.959942138644709,0.836666666666667,0.9,"Internal"
"Hacker_Human","Cross","Random","Cloud",8.56,3.1,53.91,0,6.97,6.04,0.558940397350993,0.488372093023256,0.233333333333333,0.57,"External"
"Hacker_Human","Cross","Linear","Internal_System",3.76,2.52,37.27,0,2.87,3.41,0.210596026490066,0.303215756092133,0.168888888888889,0.38,"External"
"Unpatched_System","Backward","Linear","Internal_System",3.01,1,71.66,1,8.95,4.86,0.402649006622517,0.68587960387226,0,0.5,"Internal"
"Hacker_Human","Downward","Linear","Internal_System",3.66,8.57,24.33,1,9.13,4.7,0.381456953642384,0.159229998887282,0.841111111111111,0.55,"External"
"Phishing","Upward","Linear","Network",2.24,1.77,98.58,0,4.75,5.44,0.479470198675497,0.985423389340158,0.0855555555555556,0.61,"External"
"Virus","Forward","Random","Email",2.07,4.6,57.68,0,7.77,4.63,0.372185430463576,0.530321575609213,0.4,0.53,"External"
"Misconfiguration","Backward","Random","Cloud",3.78,8.53,51.8,1,5.94,5.51,0.488741721854305,0.464893735395571,0.836666666666667,0.66,"Internal"
"Virus","Downward","Circular","Internal_System",5.95,1.23,95.27,1,4.5,6.29,0.59205298013245,0.94859241126071,0.0255555555555556,0.63,"External"
"Weak_Password","Upward","Random","USB",9.93,5.95,66.17,0,3.26,7.14,0.704635761589404,0.624791365305441,0.55,0.72,"Internal"
"Phishing","Forward","Circular","Internal_System",6.09,3.79,46.05,0,1.58,4.58,0.365562913907285,0.400912429064204,0.31,0.49,"External"
"Weak_Password","Upward","Linear","Internal_System",3.34,7.56,42.29,0,3.46,4.55,0.36158940397351,0.359074218315344,0.728888888888889,0.56,"Internal"
"Virus","Backward","Linear","USB",5,7.91,72.56,1,6.94,6.68,0.643708609271523,0.695894069211083,0.767777777777778,0.75,"External"
"Hacker_Human","Downward","Hybrid","Internal_System",6.07,3.49,69.42,0,7.13,6.01,0.554966887417219,0.660954712362301,0.276666666666667,0.61,"External"
"Data_Leak","Downward","Linear","Internal_System",9.15,9.94,62.51,0,6.58,7.89,0.803973509933775,0.584065872927562,0.993333333333333,0.84,"Internal"
"Malware","Cross","Hybrid","Cloud",1.69,4.47,22.16,0,9.36,3.22,0.185430463576159,0.135084010237009,0.385555555555556,0.38,"External"
"Hacker_AI","Cross","Circular","USB",3.43,8.58,44.32,1,4.53,4.97,0.417218543046358,0.381662401246245,0.842222222222222,0.61,"External"
"Data_Leak","Backward","Linear","Email",1.55,1.78,24,1,4.34,2.21,0.0516556291390728,0.155558028263047,0.0866666666666667,0.27,"Internal"
"Weak_Password","Forward","Linear","Cloud",7.06,6.86,12.14,0,4.1,4.39,0.340397350993377,0.0235896294647825,0.651111111111111,0.47,"Internal"
"Weak_Password","Forward","Random","Network",8.61,7.85,21.7,0,6.16,5.64,0.505960264900662,0.1299655057305,0.761111111111111,0.58,"Internal"
"Phishing","Downward","Circular","Cloud",6.32,1.88,31.01,1,1.02,3.61,0.237086092715232,0.233559586068766,0.0977777777777778,0.36,"External"
"Unpatched_System","Backward","Linear","USB",6.04,8.16,60.15,0,8.75,6.72,0.649006622516556,0.557805719372427,0.795555555555556,0.73,"Internal"
"Weak_Password","Cross","Hybrid","Internal_System",7.59,6.72,30.54,1,8.44,5.69,0.512582781456954,0.228329809725159,0.635555555555556,0.58,"Internal"
"Data_Leak","Forward","Circular","USB",1.43,3.61,64.96,0,1.96,3.95,0.282119205298013,0.611327473016579,0.29,0.49,"Internal"
"Virus","Backward","Random","Email",1.53,9.02,81.78,1,3.27,5.86,0.535099337748345,0.798486703015467,0.891111111111111,0.75,"External"
"Insider_Attack","Downward","Linear","USB",4.67,7.07,71.8,0,6.25,6.31,0.594701986754967,0.687437409591632,0.674444444444445,0.71,"Internal"
"Hacker_Human","Downward","Linear","Network",3.28,4.18,81.27,0,1.01,5.17,0.443708609271523,0.792811839323467,0.353333333333333,0.61,"External"
"Hacker_AI","Upward","Linear","Network",6.92,5.94,19.44,1,4.81,4.52,0.357615894039735,0.104818070546345,0.548888888888889,0.47,"External"
"Hacker_AI","Backward","Random","Cloud",8.98,8.09,50.18,1,8.03,7.12,0.701986754966887,0.44686769778569,0.787777777777778,0.73,"External"
"Misconfiguration","Upward","Hybrid","Email",4.17,9.39,44.56,0,1.7,5.08,0.431788079470199,0.384332925336597,0.932222222222222,0.64,"Internal"
"Misconfiguration","Downward","Hybrid","USB",2.27,7.79,29.04,1,5.8,3.98,0.286092715231788,0.211639034160454,0.754444444444444,0.51,"Internal"
"Weak_Password","Forward","Random","USB",9.15,4.63,34.51,0,4.7,5.52,0.490066225165563,0.272504729053077,0.403333333333333,0.53,"Internal"
"Insider_Attack","Backward","Hybrid","Internal_System",6.69,3.63,81.35,0,9.75,6.96,0.680794701986755,0.793702014020251,0.292222222222222,0.69,"Internal"
"Hacker_AI","Downward","Circular","Network",6.04,9.11,80.83,1,5.56,7.42,0.741721854304636,0.787915878491154,0.901111111111111,0.83,"External"
"Unpatched_System","Forward","Linear","Internal_System",7.98,9.71,34.48,0,5.52,6.27,0.589403973509934,0.272170913541783,0.967777777777778,0.68,"Internal"
"Phishing","Downward","Random","USB",1.39,4.83,69.83,0,2.83,4.46,0.349668874172185,0.66551685768332,0.425555555555556,0.56,"External"
"Weak_Password","Downward","Hybrid","Internal_System",2.16,4.99,21.74,1,9.02,3.42,0.211920529801325,0.130410593078892,0.443333333333333,0.4,"Internal"
"Unpatched_System","Downward","Linear","Network",1.96,9.82,45.12,1,9.87,5.34,0.466225165562914,0.390564148214087,0.98,0.66,"Internal"
"Misconfiguration","Forward","Hybrid","Internal_System",4,8.12,79.49,1,5.56,6.56,0.627814569536424,0.773005452320018,0.791111111111111,0.76,"Internal"
"Weak_Password","Forward","Circular","Email",3.78,3.38,54.64,1,4,4.4,0.341721854304636,0.496494937131412,0.264444444444444,0.49,"Internal"
"Virus","Downward","Hybrid","Cloud",8.69,4.71,36.93,0,5.43,5.57,0.496688741721854,0.2994325136308,0.412222222222222,0.54,"External"
"Malware","Backward","Linear","Network",2.37,8.12,37.13,0,6.4,4.46,0.349668874172185,0.301657950372761,0.791111111111111,0.56,"External"
"Weak_Password","Forward","Circular","Cloud",7.46,3.78,33.84,0,9.24,5.27,0.456953642384106,0.265049515967509,0.308888888888889,0.5,"Internal"
"Hacker_AI","Backward","Random","Email",4.42,9.66,98.3,0,2.52,7.44,0.744370860927152,0.982307777901413,0.962222222222222,0.89,"External"
"Virus","Forward","Hybrid","USB",2.33,9.54,82.24,1,7.2,6.62,0.635761589403974,0.803605207521976,0.948888888888889,0.8,"External"
