"Record_ID","Threat","Vulnerability","Attack_Type","Severity","CVSS_Score","Detection_Time","Response_Time","Security_Control_Effectiveness","Attack_Success","Risk_Score","CVSS_Norm","Detection_Norm","Response_Norm","Risk_Norm","Attack_Probability","Detection_Probability","Recovery_Time"
502,"Phishing","SQL Injection","Social Engineering","Medium",4.42,15.36,20.86,64.93,"Yes",42.37,0.37020316027088,0.238203425375743,0.259887885393958,0.441110756463454,0.46,0.69,34.59
503,"Malware","Weak Password","Network Attack","High",7.31,17.4,25.72,76.78,"No",46.6,0.696388261851016,0.273855295351276,0.335565244472127,0.486115544206831,0.49,0.76,31.62
504,"Malware","System Misconfiguration","Web Attack","Low",3.74,6.94,12.9,65.53,"No",19.13,0.293453724604966,0.0910520796924152,0.1359389598256,0.193850409618044,0.32,0.69,20.12
505,"Phishing","SQL Injection","Social Engineering","High",7.56,20.47,28.57,45.35,"Yes",69.28,0.724604966139955,0.327507864383083,0.379943942696979,0.727417810405362,0.64,0.57,46.25
506,"Malware","Open Port","Network Attack","High",8.12,36.25,47.35,57.86,"Yes",77.63,0.787810383747178,0.603285564487941,0.672376206789162,0.816257048622194,0.69,0.65,47.44
507,"Phishing","Weak Password","Web Attack","Low",2.98,8.23,17.92,51.19,"No",16.45,0.207674943566591,0.113596644529885,0.214107754593585,0.165336737950846,0.3,0.61,18.23
508,"Phishing","System Misconfiguration","Network Attack","Medium",5.32,20.21,19.63,91.42,"Yes",46.63,0.471783295711061,0.322963998601887,0.240734973528496,0.486434727098628,0.49,0.85,36.5
509,"Insider Threat","Open Port","Web Attack","Medium",6.52,13.83,27.95,55.42,"Yes",57.84,0.607223476297968,0.211464522894093,0.370289629398941,0.60570273433344,0.56,0.63,37.29
510,"Phishing","Weak Password","Network Attack","Medium",5.06,18.08,31.71,47.52,"No",35.51,0.442437923250564,0.285739252009787,0.428838368109623,0.368124268539206,0.42,0.59,30.4
511,"Phishing","Weak Encryption","Web Attack","Medium",6,17.57,32.02,50.91,"Yes",56.39,0.548532731376975,0.276826284515904,0.433665524758642,0.590275561229918,0.55,0.61,41.2
512,"Malware","Privilege Escalation","Web Attack","Critical",10,52.38,41.85,79.29,"No",79.06,1,0.885180006990563,0.586733104951728,0.831471433131184,0.7,0.78,49.41
513,"Insider Threat","Open Port","Social Engineering","Low",2.66,9.3,13.31,72.47,"Yes",26.44,0.171557562076749,0.132296399860189,0.142323263780754,0.271624640919247,0.36,0.73,22.14
514,"Phishing","Open Port","Network Attack","Medium",4.53,8.3,12.48,75.37,"Yes",38.71,0.382618510158014,0.114819993009437,0.129398941139832,0.40217044366422,0.44,0.75,23.3
515,"DDoS","Weak Encryption","Network Attack","High",7.56,18.65,28.41,60.74,"Yes",66.28,0.724604966139955,0.295700803914715,0.377452507007163,0.695499521225662,0.62,0.66,46.25
516,"Malware","Cross Site Scripting","Network Attack","Medium",6.64,17.82,22.33,59.91,"Yes",59.59,0.620767494356659,0.281195386228591,0.282777950794145,0.624321736354931,0.57,0.66,42.02
517,"Phishing","Cross Site Scripting","Network Attack","Medium",5.9,10.21,31.39,74.12,"No",34.24,0.5372460496614,0.148199930094373,0.423855496729991,0.354612192786467,0.41,0.74,28.83
518,"DDoS","Cross Site Scripting","Network Attack","Low",2.22,6.82,10.89,81.67,"No",6.04,0.121896162528217,0.088954910870325,0.104640298972283,0.0545802744972869,0.23,0.79,7.64
519,"Malware","Open Port","Network Attack","High",7.28,18.23,29.72,88.98,"No",44.94,0.693002257336343,0.288360713037399,0.397851136717533,0.46845409086073,0.48,0.83,34.71
520,"Insider Threat","Cross Site Scripting","Social Engineering","Medium",5.94,24.69,27.43,62.12,"Yes",57.1,0.54176072234763,0.401258301293254,0.362192463407038,0.59782955633578,0.56,0.67,33.88
521,"Phishing","System Misconfiguration","Network Attack","Medium",3.94,9.76,7.55,88.36,"Yes",33.21,0.316027088036117,0.140335547011534,0.0526315789473684,0.343653580168103,0.41,0.83,29.57
522,"Phishing","Insecure API","Web Attack","Medium",6.19,18.86,21.17,80.21,"No",38.85,0.569977426636569,0.299370849353373,0.264715042042977,0.403659963825939,0.44,0.78,32.31
523,"Phishing","Cross Site Scripting","Social Engineering","Medium",6.21,15.11,26.1,41.05,"Yes",58.37,0.572234762979684,0.233834323663055,0.341482404235441,0.61134163208852,0.57,0.55,34.14
524,"Malware","Weak Password","Social Engineering","Medium",4.59,19.14,21.82,70.33,"No",29.26,0.389390519187359,0.304264243271583,0.274836499532856,0.301627832748165,0.38,0.72,19.72
525,"Phishing","Weak Encryption","Web Attack","Critical",9.36,21.19,45.34,61.98,"No",64.68,0.927765237020316,0.340090877315624,0.641077545935846,0.678476433663156,0.61,0.67,37.43
526,"DDoS","Open Port","Network Attack","High",8.55,41.58,32.36,67.3,"No",66.36,0.836343115124154,0.696434813002447,0.438959825599502,0.696350675603788,0.62,0.7,41.11
527,"Insider Threat","Open Port","Web Attack","Medium",5.71,20.85,28.06,77.57,"Yes",51.65,0.515801354401806,0.334148898986368,0.37200249143569,0.539844664325992,0.52,0.77,31.85
528,"Malware","Insecure API","Network Attack","Low",3.79,8.58,6.99,75.05,"No",18.67,0.299097065462754,0.119713386927648,0.0439115540330115,0.188956271943824,0.31,0.75,21.52
529,"Insider Threat","SQL Injection","Web Attack","High",6.97,18.86,15.93,88.29,"No",43.06,0.658013544018059,0.299370849353373,0.183120523201495,0.448451962974785,0.47,0.83,30.32
530,"Phishing","Weak Password","Network Attack","Low",3.36,9.91,14.11,84.34,"No",14.84,0.250564334085779,0.142957008039147,0.154780442229835,0.148207256091073,0.29,0.81,17
531,"Insider Threat","Missing Security Patch","Network Attack","Medium",5.63,21.63,23.02,55.63,"Yes",54.73,0.506772009029345,0.347780496329955,0.293522267206478,0.572614107883817,0.54,0.63,32.86
532,"DDoS","SQL Injection","Web Attack","Critical",8.97,41.5,48.12,69.47,"No",68.95,0.883747178329571,0.695036700454387,0.684366241046403,0.723906798595595,0.63,0.72,39.72
533,"Phishing","Cross Site Scripting","Network Attack","Medium",5.61,21.28,32.39,70.3,"No",37.25,0.50451467268623,0.341663753932192,0.439426969791342,0.386636876263432,0.43,0.72,32.38
534,"Insider Threat","Insecure API","Network Attack","Medium",5.36,17.27,30.02,51.13,"No",36.79,0.476297968397291,0.271583362460678,0.402522578635939,0.381742738589212,0.43,0.61,26.95
535,"Malware","Cross Site Scripting","Social Engineering","Medium",5.43,11.12,22.53,92.18,"No",28.65,0.484198645598194,0.164103460328556,0.285892245406415,0.295137780614959,0.38,0.85,26.24
536,"DDoS","Cross Site Scripting","Network Attack","High",7.16,12.55,23.76,48.31,"No",47.89,0.679458239277652,0.189094722125131,0.305045157271878,0.499840408554102,0.5,0.59,29.66
537,"Phishing","Insecure API","Network Attack","Medium",4.27,8.09,13.7,71.84,"Yes",37.35,0.353273137697517,0.111149947570779,0.148396138274681,0.387700819236089,0.43,0.73,24.92
538,"Insider Threat","Weak Password","Social Engineering","High",7.66,21.6,27.96,51.4,"No",54.56,0.735891647855531,0.347256204124432,0.370445344129555,0.570805404830301,0.54,0.61,36.34
539,"Phishing","Privilege Escalation","Web Attack","Low",3.89,5.68,14.52,93.33,"No",15.52,0.31038374717833,0.0690318070604684,0.161164746184989,0.155442068305139,0.29,0.86,15.13
540,"Malware","Weak Password","Web Attack","Medium",3.93,8.81,12.17,81.55,"Yes",33.83,0.31489841986456,0.12373296050332,0.124571784490813,0.350250026598574,0.41,0.79,29.15
541,"Insider Threat","Open Port","Network Attack","Medium",5.06,18.61,31.27,40.73,"Yes",51.73,0.442437923250564,0.295001747640685,0.421986919962628,0.540695818704117,0.52,0.54,37.2
542,"Malware","Cross Site Scripting","Network Attack","High",8.27,22.39,59.7,75.94,"Yes",70.47,0.804740406320542,0.361062565536526,0.864683899096855,0.740078731779977,0.64,0.76,40.28
543,"Insider Threat","Weak Password","Web Attack","Medium",5.69,22.56,28.12,93.85,"No",34.79,0.513544018058691,0.364033554701153,0.372936779819371,0.360463879136078,0.42,0.86,23.73
544,"Malware","Outdated Software","Network Attack","Critical",9.86,34.71,42.6,48.9,"No",75.57,0.984198645598194,0.576371897937784,0.598411709747742,0.794339823385466,0.68,0.59,40.97
545,"DDoS","Privilege Escalation","Network Attack","High",7.76,26.63,26.59,40.48,"No",58.89,0.747178329571106,0.435162530583712,0.349112426035503,0.616874135546335,0.57,0.54,33.32
546,"Insider Threat","Open Port","Social Engineering","Medium",6.35,20.97,21.64,58.11,"No",44.14,0.58803611738149,0.336246067808459,0.272033634381812,0.459942547079477,0.48,0.65,34.45
547,"Malware","Privilege Escalation","Network Attack","Medium",6.65,14.04,23.51,87.93,"No",38.96,0.621896162528217,0.215134568332751,0.30115228900654,0.404830301095861,0.44,0.83,26.14
548,"Insider Threat","System Misconfiguration","Network Attack","Medium",4.14,6.47,14.55,65.36,"Yes",36.74,0.338600451467269,0.082838168472562,0.16163189037683,0.381210767102883,0.43,0.69,28.32
549,"Insider Threat","Privilege Escalation","Social Engineering","Medium",6.65,23.73,35.83,87.09,"No",42.99,0.621896162528217,0.384480950716533,0.492992837122392,0.447707202893925,0.47,0.82,32.01
550,"Phishing","SQL Injection","Network Attack","Medium",5.68,19.56,32.79,89.61,"Yes",49.16,0.512415349887133,0.311604334148899,0.445655559015883,0.513352484306841,0.51,0.84,33.68
551,"Phishing","Privilege Escalation","Web Attack","Medium",6.38,15.38,20.01,59.36,"Yes",56.9,0.591422121896163,0.238552953512758,0.246652133291809,0.595701670390467,0.56,0.66,39.21
552,"Malware","Weak Password","Social Engineering","High",7.46,28.4,19.76,93.33,"Yes",64.58,0.713318284424379,0.466095770709542,0.242759265026472,0.677412490690499,0.61,0.86,45.48
553,"DDoS","SQL Injection","Network Attack","High",8.78,24.02,45.56,60.37,"No",62,0.862302483069977,0.389549108703251,0.644503270009343,0.649962761995957,0.59,0.66,43.53
554,"Insider Threat","System Misconfiguration","Social Engineering","Low",3.25,7.98,20.68,91.65,"Yes",27.22,0.238148984198646,0.109227542817197,0.257085020242915,0.279923396105969,0.37,0.85,20.01
555,"Phishing","Missing Security Patch","Web Attack","Low",2.38,8.86,17.5,75.14,"Yes",23.94,0.139954853273138,0.124606780845858,0.207567735907817,0.24502606660283,0.35,0.75,25.87
556,"DDoS","Weak Password","Network Attack","High",8.27,29.26,45.39,75.78,"Yes",73.24,0.804740406320542,0.481125480601188,0.641856119588913,0.769549952122566,0.66,0.75,44.74
557,"DDoS","Insecure API","Network Attack","High",7.37,16.63,19.87,71.21,"Yes",62.56,0.703160270880361,0.260398462076197,0.24447212706322,0.655920842642834,0.59,0.73,43.68
558,"Phishing","Open Port","Web Attack","Medium",6.26,9.93,17.62,90.64,"Yes",49.22,0.577878103837472,0.143306536176162,0.209436312675179,0.513990850090435,0.51,0.84,35.82
559,"Phishing","Weak Password","Network Attack","High",7.18,19.84,14.13,72.7,"No",47.27,0.681715575620768,0.316497728067109,0.155091871691062,0.49324396212363,0.5,0.74,35.79
560,"Malware","System Misconfiguration","Network Attack","Medium",6.76,8.78,22.77,52.44,"No",42.94,0.63431151241535,0.123208668297798,0.28962939894114,0.447175231407597,0.47,0.61,26.14
561,"Malware","System Misconfiguration","Web Attack","Medium",6.47,12.29,31.34,89.81,"No",36.73,0.601580135440181,0.184550856343936,0.423076923076923,0.381104372805618,0.43,0.84,24.79
562,"Insider Threat","Weak Encryption","Social Engineering","Medium",4.47,6.65,15.36,92.1,"Yes",35.15,0.375846501128668,0.0859839217056973,0.174244783556524,0.364294073837642,0.42,0.85,25.29
563,"DDoS","Weak Password","Web Attack","Medium",6.38,20.6,28.36,72.49,"No",42,0.591422121896163,0.329779797273681,0.376673933354095,0.437174167464624,0.46,0.73,26.45
564,"Malware","System Misconfiguration","Web Attack","Low",2.47,3.95,18.62,64.46,"No",9.22,0.150112866817156,0.0387976232086683,0.225007785736531,0.0884136610277689,0.25,0.69,14.83
565,"DDoS","Weak Password","Network Attack","Medium",6.41,19.5,19.04,41.07,"No",46.5,0.594808126410835,0.310555749737854,0.231547804422298,0.485051601234174,0.49,0.55,27.8
566,"DDoS","System Misconfiguration","Social Engineering","Critical",9.49,47.88,57.22,48.95,"No",78.26,0.942437923250564,0.806536176162181,0.826066645904703,0.822959889349931,0.69,0.59,44.69
567,"Phishing","System Misconfiguration","Social Engineering","Low",1.88,5.92,12.29,76.38,"Yes",19.08,0.0835214446952596,0.0732261447046487,0.126440361258175,0.193318438131716,0.32,0.76,22.89
568,"Insider Threat","Open Port","Social Engineering","Medium",6.83,15.82,20.71,40.77,"No",48,0.642212189616253,0.246242572527088,0.257552164434756,0.501010745824024,0.5,0.54,28.86
569,"Phishing","Insecure API","Network Attack","High",8.86,28.4,61.35,60.54,"No",64.31,0.871331828442438,0.466095770709542,0.890376829648085,0.674539844664326,0.6,0.66,42.85
570,"Insider Threat","Privilege Escalation","Web Attack","High",7.42,38.56,29.03,82.6,"No",54.99,0.708803611738149,0.643656064313177,0.387106820305201,0.575380359612725,0.55,0.8,33.35
571,"DDoS","Insecure API","Social Engineering","Low",3.1,10.97,15.37,84.02,"No",13.52,0.221218961625282,0.161481999300944,0.174400498287138,0.134163208852005,0.28,0.8,17.88
572,"Insider Threat","SQL Injection","Network Attack","Low",2.38,5.05,12.17,45.63,"No",11.84,0.139954853273138,0.0580216707444949,0.124571784490813,0.116288966911374,0.27,0.57,12.8
573,"DDoS","Privilege Escalation","Network Attack","Medium",5.34,19.62,20.08,50.49,"Yes",52.67,0.474040632054176,0.312652918559944,0.247742136406104,0.55069688264709,0.53,0.6,34.27
574,"Phishing","Open Port","Web Attack","Medium",4.75,16.28,18.88,55.45,"No",31.45,0.40744920993228,0.254281719678434,0.229056368732482,0.324928183849346,0.39,0.63,25.38
575,"Insider Threat","Outdated Software","Web Attack","Medium",4.37,7.33,11.89,62.06,"Yes",39.21,0.364559819413093,0.0978678783642083,0.120211772033634,0.407490158527503,0.44,0.67,27.85
576,"DDoS","Missing Security Patch","Network Attack","Medium",4.6,11.72,11.84,69.98,"No",26.42,0.390519187358916,0.174589304439007,0.119433198380567,0.271411852324715,0.36,0.72,20.11
577,"Phishing","System Misconfiguration","Network Attack","Critical",8.93,44.16,43.6,43.41,"Yes",88.69,0.879232505643341,0.741523942677385,0.613983182809094,0.933929141398021,0.76,0.56,48.51
578,"Malware","Insecure API","Web Attack","Low",2.67,9.99,7.43,81.11,"Yes",25.48,0.172686230248307,0.144355120587207,0.0507630021800062,0.261410788381743,0.36,0.79,21.03
579,"DDoS","Outdated Software","Network Attack","Medium",5.98,16.39,22.39,43.79,"No",41.84,0.54627539503386,0.256204124432017,0.283712239177826,0.435471858708373,0.46,0.56,29.98
580,"Phishing","Privilege Escalation","Web Attack","Medium",6.77,30.89,55.13,82.33,"No",47.41,0.635440180586907,0.509612023767913,0.793522267206478,0.494733482285349,0.5,0.79,31.77
581,"Insider Threat","SQL Injection","Network Attack","Low",3.12,6.76,10,42.23,"Yes",33.24,0.223476297968397,0.08790632645928,0.0907816879476799,0.3439727630599,0.41,0.55,26.81
582,"Insider Threat","Privilege Escalation","Web Attack","Medium",5.41,18.58,27.96,58.91,"No",36.49,0.481941309255079,0.294477455435162,0.370445344129555,0.378550909671242,0.43,0.65,24.52
583,"Insider Threat","System Misconfiguration","Web Attack","High",7.5,11.74,26.98,68.03,"Yes",62.02,0.71783295711061,0.174938832576022,0.35518530052943,0.650175550590488,0.59,0.71,37.63
584,"Phishing","System Misconfiguration","Network Attack","High",8.59,37,36.75,64.02,"Yes",80.34,0.840857787810384,0.616392869626005,0.507318592338835,0.845089903181189,0.71,0.68,48.44
585,"Insider Threat","Weak Encryption","Social Engineering","Medium",6.24,13.39,28.3,40.17,"Yes",58.02,0.575620767494357,0.203774903879762,0.375739644970414,0.607617831684222,0.56,0.54,40.53
586,"Malware","Cross Site Scripting","Web Attack","Low",2.74,8.13,5.62,54.84,"No",14.23,0.18058690744921,0.11184900384481,0.0225786359389598,0.141717203957868,0.29,0.63,14.63
587,"Malware","System Misconfiguration","Social Engineering","Medium",6.49,22.43,28.83,89.23,"Yes",56.05,0.603837471783296,0.361761621810556,0.383992525692931,0.586658155122885,0.55,0.84,35.62
588,"DDoS","Weak Password","Network Attack","Medium",4.34,5.29,11.49,73.85,"No",21.44,0.36117381489842,0.0622160083886753,0.113983182809094,0.218427492286413,0.33,0.74,24.6
589,"Insider Threat","Cross Site Scripting","Social Engineering","Low",3.44,9.44,11.5,54.17,"Yes",34.76,0.259593679458239,0.134743096819294,0.114138897539707,0.360144696244281,0.42,0.63,26.53
590,"DDoS","System Misconfiguration","Network Attack","Medium",6.02,24.71,30.45,70.2,"Yes",56.47,0.55079006772009,0.401607829430269,0.40921831205232,0.591126715608043,0.55,0.72,37.53
591,"Phishing","Insecure API","Social Engineering","Low",2.09,7.23,9.02,67.82,"No",7.38,0.107223476297968,0.0961202376791332,0.0755216443475553,0.0688371103308863,0.24,0.71,16.24
592,"Malware","Outdated Software","Network Attack","High",8.87,16.02,30.74,82.87,"Yes",71.1,0.872460496613995,0.249737853897239,0.413734039240112,0.746781572507713,0.65,0.8,47.05
593,"Insider Threat","Outdated Software","Social Engineering","Low",3.58,8.22,13.49,88.65,"Yes",30.03,0.275395033860045,0.113421880461377,0.145126128931797,0.309820193637621,0.39,0.83,22.76
594,"Malware","Open Port","Network Attack","Medium",6.07,21.33,27.8,51.06,"Yes",58.38,0.556433408577878,0.342537574274729,0.367953908439738,0.611448026385786,0.57,0.61,33.98
595,"Malware","Weak Password","Social Engineering","Medium",4.68,15.78,22.38,74.01,"Yes",42.99,0.399548532731377,0.245543516253058,0.283556524447213,0.447707202893925,0.47,0.74,26.63
596,"Insider Threat","SQL Injection","Web Attack","Medium",5.74,22.26,32.44,43.66,"No",42.57,0.519187358916479,0.358790632645928,0.44020554344441,0.443238642408767,0.47,0.56,33.84
597,"Phishing","Weak Encryption","Web Attack","Medium",5.37,20.17,19.15,76.49,"No",34.19,0.477426636568849,0.322264942327857,0.233260666459047,0.354080221300138,0.41,0.76,28.31
598,"Phishing","Weak Password","Web Attack","Medium",5.7,19.19,24.06,92.66,"Yes",48.67,0.514672686230248,0.305138063614121,0.309716599190283,0.508139163740823,0.5,0.86,29.7
599,"Insider Threat","Weak Encryption","Network Attack","Low",2.96,5.49,11.06,54.42,"Yes",29.72,0.205417607223476,0.0657112897588256,0.107287449392713,0.306521970422385,0.38,0.63,24.47
600,"Malware","Outdated Software","Web Attack","Medium",6.25,20.25,20.62,44.24,"Yes",60.19,0.576749435665914,0.323663054875917,0.256150731859234,0.630705394190871,0.58,0.57,35.23
601,"Malware","SQL Injection","Network Attack","Critical",9.11,26.85,40.63,45.38,"Yes",82.71,0.899548532731377,0.439007340090877,0.56773590781688,0.870305351633152,0.72,0.57,51.37
602,"DDoS","Weak Password","Web Attack","Medium",6.61,15.23,21.1,65.92,"No",42.44,0.617381489841987,0.235931492485145,0.263625038928683,0.441855516544313,0.47,0.7,26.73
603,"Malware","Weak Encryption","Network Attack","Medium",6.16,18.14,29.67,80.67,"Yes",53.26,0.566591422121896,0.286787836420832,0.397072563064466,0.556974146185764,0.53,0.78,35.4
604,"Phishing","Weak Encryption","Network Attack","Low",3.31,4.6,10.03,43.73,"Yes",33.47,0.244920993227991,0.0501572876616568,0.0912488321395204,0.34641983189701,0.41,0.56,26.12
605,"Malware","Outdated Software","Web Attack","Medium",5.63,14.27,26.61,63.08,"Yes",50.67,0.506772009029345,0.219154141908424,0.34942385549673,0.529418023193957,0.52,0.68,36.37
606,"Insider Threat","Privilege Escalation","Web Attack","Critical",10,40.56,43.76,72.64,"Yes",90.33,1,0.67860887801468,0.61647461849891,0.95137780614959,0.77,0.74,55.71
607,"Malware","Weak Password","Social Engineering","Medium",3.9,10.89,11.07,67.5,"No",21.55,0.311512415349887,0.160083886752884,0.107443164123326,0.219597829556336,0.33,0.71,16.27
608,"Insider Threat","Weak Encryption","Web Attack","Medium",6.8,20.25,24.39,60.23,"Yes",61.65,0.63882618510158,0.323663054875917,0.314855185300529,0.646238961591659,0.59,0.66,36.05
609,"Phishing","Weak Password","Social Engineering","Medium",6.25,20.61,24.87,51.26,"Yes",59.31,0.576749435665914,0.329954561342188,0.322329492369978,0.621342696031493,0.57,0.61,37.08
610,"Phishing","System Misconfiguration","Web Attack","Medium",5.89,15.62,26.45,45.74,"Yes",55.65,0.536117381489842,0.242747291156938,0.346932419806914,0.582402383232259,0.55,0.57,35
611,"DDoS","Missing Security Patch","Web Attack","Low",3.46,7.26,12.53,55.89,"Yes",33.71,0.261851015801354,0.0966445298846557,0.130177514792899,0.348973295031386,0.41,0.64,22.82
612,"Malware","Open Port","Web Attack","Medium",5.5,14.79,31.87,45.74,"Yes",52.58,0.492099322799097,0.228241873470814,0.431329803799439,0.549739333971699,0.53,0.57,37.03
613,"Malware","Insecure API","Network Attack","Low",2.79,8.63,9.09,40.6,"Yes",31.93,0.186230248306998,0.120587207270185,0.0766116474618499,0.330035110118098,0.4,0.54,23.48
614,"Insider Threat","SQL Injection","Web Attack","High",8.54,37.73,36.92,54.45,"Yes",81.7,0.835214446952596,0.629150646627053,0.509965742759265,0.85955952760932,0.72,0.63,51.61
615,"DDoS","Insecure API","Social Engineering","Medium",6.74,18.88,23.42,42.71,"No",48.29,0.632054176072235,0.299720377490388,0.299750856431018,0.504096180444728,0.5,0.56,30.31
616,"DDoS","Cross Site Scripting","Social Engineering","Medium",6.42,18.3,20.8,71.83,"No",41.49,0.595936794582393,0.289584061516952,0.258953597010277,0.431748058304075,0.46,0.73,25.79
617,"Insider Threat","Weak Encryption","Social Engineering","High",7.72,35.74,36.96,43.19,"Yes",76.87,0.742663656884876,0.594372596994058,0.510588601681719,0.808171082030003,0.68,0.56,47.81
618,"DDoS","System Misconfiguration","Social Engineering","Medium",6.17,11.41,20.35,61.88,"Yes",53.46,0.567720090293454,0.169171618315274,0.251946434132669,0.559102032131078,0.54,0.67,30.53
619,"Insider Threat","Privilege Escalation","Social Engineering","High",8.89,42.32,46.35,63.57,"No",69.62,0.874717832957111,0.709367354072003,0.656804733727811,0.731035216512395,0.64,0.68,38.47
620,"Malware","Open Port","Web Attack","Medium",5.31,16.34,30.47,49.62,"No",36.23,0.470654627539503,0.255330304089479,0.409529741513547,0.375784657942334,0.43,0.6,22.17
621,"Insider Threat","Weak Password","Network Attack","Critical",9.06,40.51,52.97,47.87,"No",72.46,0.893905191873589,0.677735057672143,0.759887885393958,0.761251196935844,0.66,0.59,47.47
622,"Insider Threat","Weak Password","Web Attack","Critical",8.96,42.77,37.21,64.72,"No",70.15,0.882618510158014,0.717231737154841,0.514481469947057,0.736674114267475,0.64,0.69,48.13
623,"DDoS","Missing Security Patch","Web Attack","Critical",8.91,32.62,46.61,75.83,"No",64.04,0.876975169300226,0.539846207619713,0.660853316723762,0.671667198638153,0.6,0.75,39
624,"Phishing","Insecure API","Network Attack","High",7.39,20.02,21.85,49.26,"Yes",67.37,0.705417607223476,0.319643481300245,0.275303643724696,0.70709649962762,0.62,0.6,37.35
625,"Malware","Privilege Escalation","Web Attack","Medium",5.88,14.19,24.55,68.27,"Yes",51.63,0.534988713318284,0.217756029360363,0.317346620990346,0.539631875731461,0.52,0.71,33.14
626,"Phishing","Weak Password","Web Attack","High",8.35,40.54,41.06,52.82,"Yes",81.75,0.813769751693002,0.678259349877665,0.574431641233261,0.860091499095648,0.72,0.62,48.31
627,"Malware","Missing Security Patch","Social Engineering","Medium",6.84,20.88,22.82,57,"No",47.68,0.64334085778781,0.334673191191891,0.290407972594207,0.497606128311523,0.5,0.64,27.88
628,"Insider Threat","Privilege Escalation","Network Attack","Critical",9.7,35.19,39.78,43.18,"No",75.49,0.966139954853273,0.584760573226145,0.554500155714731,0.793488669007341,0.68,0.56,44.23
629,"Phishing","Weak Password","Network Attack","Low",3.56,6.02,13.95,42.98,"Yes",35.88,0.27313769751693,0.0749737853897239,0.152289006540019,0.372060857538036,0.42,0.56,30.94
630,"Phishing","Missing Security Patch","Social Engineering","Low",2.78,10.59,5.78,57.36,"Yes",30.12,0.18510158013544,0.154840964697658,0.0250700716287761,0.310777742313012,0.39,0.64,27.49
631,"DDoS","Cross Site Scripting","Social Engineering","Low",2.61,7.32,9.9,53.81,"Yes",28.13,0.165914221218962,0.0976931142957008,0.0892245406415447,0.289605277157144,0.37,0.62,24.35
632,"Insider Threat","Weak Encryption","Web Attack","High",7.41,17.76,26.77,47.57,"No",51.85,0.707674943566592,0.280146801817546,0.351915291186546,0.541972550271305,0.53,0.59,32.19
633,"Phishing","Weak Encryption","Network Attack","Medium",6.84,18.61,29.81,84.77,"Yes",57.59,0.64334085778781,0.295001747640685,0.399252569293055,0.603042876901798,0.56,0.81,41.18
634,"DDoS","Open Port","Network Attack","Medium",6.6,20.79,17.57,79.08,"No",42.63,0.616252821670429,0.333100314575323,0.208657739022111,0.443877008192361,0.47,0.77,31.28
635,"Malware","Privilege Escalation","Network Attack","Medium",5.19,9.09,23.73,77.58,"No",28.3,0.457110609480813,0.128626354421531,0.304578013080037,0.291413980210661,0.37,0.77,18.21
636,"Malware","Insecure API","Web Attack","Medium",4.65,6.04,12.95,94.12,"Yes",35.82,0.396162528216704,0.0753233135267389,0.136717533478667,0.371422491754442,0.42,0.86,21.78
637,"Insider Threat","Weak Password","Network Attack","Medium",6.6,18.95,23.58,60.77,"Yes",59.64,0.616252821670429,0.300943725969941,0.302242292120835,0.62485370784126,0.57,0.66,41.15
638,"DDoS","Cross Site Scripting","Social Engineering","High",8.27,30.54,45.14,84.87,"Yes",72.36,0.804740406320542,0.50349528137015,0.637963251323575,0.760187253963188,0.66,0.81,44.22
639,"Insider Threat","Outdated Software","Social Engineering","Critical",9.61,29.45,44.02,40.68,"No",72.94,0.955981941309255,0.484445997902831,0.620523201494861,0.766358123204596,0.66,0.54,46.03
640,"Phishing","System Misconfiguration","Network Attack","Low",3.58,9.58,11.31,58.32,"Yes",35.14,0.275395033860045,0.137189793778399,0.11118031765805,0.364187679540377,0.42,0.65,25.43
641,"DDoS","Missing Security Patch","Web Attack","Medium",6.77,12.01,28.59,57.24,"Yes",58.64,0.635440180586907,0.179657462425725,0.380255372158206,0.614214278114693,0.57,0.64,35.77
642,"DDoS","Outdated Software","Network Attack","High",8.77,27.33,26.36,82.65,"Yes",74.91,0.86117381489842,0.447396015379238,0.345530987231392,0.787317799765933,0.67,0.8,43.87
643,"Insider Threat","SQL Injection","Network Attack","Medium",5.87,20.68,26.6,40.09,"Yes",58.36,0.533860045146727,0.331177909821741,0.349268140766116,0.611235237791254,0.57,0.54,35.37
644,"Phishing","Missing Security Patch","Network Attack","High",8.45,35.35,46.25,82.52,"Yes",75.88,0.825056433408578,0.587556798322265,0.655247586421675,0.797638046600702,0.68,0.8,42.98
645,"Malware","Weak Password","Social Engineering","Low",2.9,8.11,12.34,92.91,"No",9.59,0.198645598194131,0.111499475707794,0.127218934911243,0.0923502500265986,0.26,0.86,18.58
646,"DDoS","System Misconfiguration","Network Attack","Low",2.92,8.4,12.93,86.19,"Yes",25.88,0.200902934537246,0.116567633694512,0.13640610401744,0.265666560272369,0.36,0.82,21.32
647,"DDoS","System Misconfiguration","Social Engineering","Medium",6.67,20.84,27.05,68.24,"No",44.82,0.624153498871332,0.333974134917861,0.356275303643725,0.467177359293542,0.48,0.71,34.44
648,"Malware","Cross Site Scripting","Social Engineering","Medium",6.47,17.62,27.24,91.46,"No",38.63,0.601580135440181,0.277700104858441,0.359233883525381,0.401319289286094,0.44,0.85,30.02
649,"Phishing","Open Port","Network Attack","Low",2.48,9.31,10.4,89.3,"No",7.72,0.151241534988713,0.132471163928696,0.0970102771722205,0.0724545164379189,0.24,0.84,17.51
