"Record_ID","Threat","Vulnerability","Attack_Type","Severity","CVSS_Score","Detection_Time","Response_Time","Security_Control_Effectiveness","Attack_Success","Risk_Score"
567,"Phishing","System Misconfiguration","Social Engineering","Low",1.88,5.92,12.29,76.38,"Yes",19.08
568,"Insider Threat","Open Port","Social Engineering","Medium",6.83,15.82,20.71,40.77,"No",48
569,"Phishing","Insecure API","Network Attack","High",8.86,28.4,61.35,60.54,"No",64.31
570,"Insider Threat","Privilege Escalation","Web Attack","High",7.42,38.56,29.03,82.6,"No",54.99
571,"DDoS","Insecure API","Social Engineering","Low",3.1,10.97,15.37,84.02,"No",13.52
572,"Insider Threat","SQL Injection","Network Attack","Low",2.38,5.05,12.17,45.63,"No",11.84
573,"DDoS","Privilege Escalation","Network Attack","Medium",5.34,19.62,20.08,50.49,"Yes",52.67
574,"Phishing","Open Port","Web Attack","Medium",4.75,16.28,18.88,55.45,"No",31.45
575,"Insider Threat","Outdated Software","Web Attack","Medium",4.37,7.33,11.89,62.06,"Yes",39.21
576,"DDoS","Missing Security Patch","Network Attack","Medium",4.6,11.72,11.84,69.98,"No",26.42
577,"Phishing","System Misconfiguration","Network Attack","Critical",8.93,44.16,43.6,43.41,"Yes",88.69
578,"Malware","Insecure API","Web Attack","Low",2.67,9.99,7.43,81.11,"Yes",25.48
579,"DDoS","Outdated Software","Network Attack","Medium",5.98,16.39,22.39,43.79,"No",41.84
580,"Phishing","Privilege Escalation","Web Attack","Medium",6.77,30.89,55.13,82.33,"No",47.41
581,"Insider Threat","SQL Injection","Network Attack","Low",3.12,6.76,10,42.23,"Yes",33.24
582,"Insider Threat","Privilege Escalation","Web Attack","Medium",5.41,18.58,27.96,58.91,"No",36.49
583,"Insider Threat","System Misconfiguration","Web Attack","High",7.5,11.74,26.98,68.03,"Yes",62.02
584,"Phishing","System Misconfiguration","Network Attack","High",8.59,37,36.75,64.02,"Yes",80.34
585,"Insider Threat","Weak Encryption","Social Engineering","Medium",6.24,13.39,28.3,40.17,"Yes",58.02
586,"Malware","Cross Site Scripting","Web Attack","Low",2.74,8.13,5.62,54.84,"No",14.23
587,"Malware","System Misconfiguration","Social Engineering","Medium",6.49,22.43,28.83,89.23,"Yes",56.05
588,"DDoS","Weak Password","Network Attack","Medium",4.34,5.29,11.49,73.85,"No",21.44
589,"Insider Threat","Cross Site Scripting","Social Engineering","Low",3.44,9.44,11.5,54.17,"Yes",34.76
590,"DDoS","System Misconfiguration","Network Attack","Medium",6.02,24.71,30.45,70.2,"Yes",56.47
591,"Phishing","Insecure API","Social Engineering","Low",2.09,7.23,9.02,67.82,"No",7.38
592,"Malware","Outdated Software","Network Attack","High",8.87,16.02,30.74,82.87,"Yes",71.1
593,"Insider Threat","Outdated Software","Social Engineering","Low",3.58,8.22,13.49,88.65,"Yes",30.03
594,"Malware","Open Port","Network Attack","Medium",6.07,21.33,27.8,51.06,"Yes",58.38
595,"Malware","Weak Password","Social Engineering","Medium",4.68,15.78,22.38,74.01,"Yes",42.99
596,"Insider Threat","SQL Injection","Web Attack","Medium",5.74,22.26,32.44,43.66,"No",42.57
597,"Phishing","Weak Encryption","Web Attack","Medium",5.37,20.17,19.15,76.49,"No",34.19
598,"Phishing","Weak Password","Web Attack","Medium",5.7,19.19,24.06,92.66,"Yes",48.67
599,"Insider Threat","Weak Encryption","Network Attack","Low",2.96,5.49,11.06,54.42,"Yes",29.72
600,"Malware","Outdated Software","Web Attack","Medium",6.25,20.25,20.62,44.24,"Yes",60.19
601,"Malware","SQL Injection","Network Attack","Critical",9.11,26.85,40.63,45.38,"Yes",82.71
602,"DDoS","Weak Password","Web Attack","Medium",6.61,15.23,21.1,65.92,"No",42.44
603,"Malware","Weak Encryption","Network Attack","Medium",6.16,18.14,29.67,80.67,"Yes",53.26
604,"Phishing","Weak Encryption","Network Attack","Low",3.31,4.6,10.03,43.73,"Yes",33.47
605,"Malware","Outdated Software","Web Attack","Medium",5.63,14.27,26.61,63.08,"Yes",50.67
606,"Insider Threat","Privilege Escalation","Web Attack","Critical",10,40.56,43.76,72.64,"Yes",90.33
607,"Malware","Weak Password","Social Engineering","Medium",3.9,10.89,11.07,67.5,"No",21.55
608,"Insider Threat","Weak Encryption","Web Attack","Medium",6.8,20.25,24.39,60.23,"Yes",61.65
609,"Phishing","Weak Password","Social Engineering","Medium",6.25,20.61,24.87,51.26,"Yes",59.31
610,"Phishing","System Misconfiguration","Web Attack","Medium",5.89,15.62,26.45,45.74,"Yes",55.65
611,"DDoS","Missing Security Patch","Web Attack","Low",3.46,7.26,12.53,55.89,"Yes",33.71
612,"Malware","Open Port","Web Attack","Medium",5.5,14.79,31.87,45.74,"Yes",52.58
613,"Malware","Insecure API","Network Attack","Low",2.79,8.63,9.09,40.6,"Yes",31.93
614,"Insider Threat","SQL Injection","Web Attack","High",8.54,37.73,36.92,54.45,"Yes",81.7
615,"DDoS","Insecure API","Social Engineering","Medium",6.74,18.88,23.42,42.71,"No",48.29
616,"DDoS","Cross Site Scripting","Social Engineering","Medium",6.42,18.3,20.8,71.83,"No",41.49
617,"Insider Threat","Weak Encryption","Social Engineering","High",7.72,35.74,36.96,43.19,"Yes",76.87
618,"DDoS","System Misconfiguration","Social Engineering","Medium",6.17,11.41,20.35,61.88,"Yes",53.46
619,"Insider Threat","Privilege Escalation","Social Engineering","High",8.89,42.32,46.35,63.57,"No",69.62
620,"Malware","Open Port","Web Attack","Medium",5.31,16.34,30.47,49.62,"No",36.23
621,"Insider Threat","Weak Password","Network Attack","Critical",9.06,40.51,52.97,47.87,"No",72.46
622,"Insider Threat","Weak Password","Web Attack","Critical",8.96,42.77,37.21,64.72,"No",70.15
623,"DDoS","Missing Security Patch","Web Attack","Critical",8.91,32.62,46.61,75.83,"No",64.04
624,"Phishing","Insecure API","Network Attack","High",7.39,20.02,21.85,49.26,"Yes",67.37
625,"Malware","Privilege Escalation","Web Attack","Medium",5.88,14.19,24.55,68.27,"Yes",51.63
626,"Phishing","Weak Password","Web Attack","High",8.35,40.54,41.06,52.82,"Yes",81.75
627,"Malware","Missing Security Patch","Social Engineering","Medium",6.84,20.88,22.82,57,"No",47.68
628,"Insider Threat","Privilege Escalation","Network Attack","Critical",9.7,35.19,39.78,43.18,"No",75.49
629,"Phishing","Weak Password","Network Attack","Low",3.56,6.02,13.95,42.98,"Yes",35.88
630,"Phishing","Missing Security Patch","Social Engineering","Low",2.78,10.59,5.78,57.36,"Yes",30.12
631,"DDoS","Cross Site Scripting","Social Engineering","Low",2.61,7.32,9.9,53.81,"Yes",28.13
632,"Insider Threat","Weak Encryption","Web Attack","High",7.41,17.76,26.77,47.57,"No",51.85
633,"Phishing","Weak Encryption","Network Attack","Medium",6.84,18.61,29.81,84.77,"Yes",57.59
634,"DDoS","Open Port","Network Attack","Medium",6.6,20.79,17.57,79.08,"No",42.63
635,"Malware","Privilege Escalation","Network Attack","Medium",5.19,9.09,23.73,77.58,"No",28.3
636,"Malware","Insecure API","Web Attack","Medium",4.65,6.04,12.95,94.12,"Yes",35.82
637,"Insider Threat","Weak Password","Network Attack","Medium",6.6,18.95,23.58,60.77,"Yes",59.64
638,"DDoS","Cross Site Scripting","Social Engineering","High",8.27,30.54,45.14,84.87,"Yes",72.36
639,"Insider Threat","Outdated Software","Social Engineering","Critical",9.61,29.45,44.02,40.68,"No",72.94
640,"Phishing","System Misconfiguration","Network Attack","Low",3.58,9.58,11.31,58.32,"Yes",35.14
641,"DDoS","Missing Security Patch","Web Attack","Medium",6.77,12.01,28.59,57.24,"Yes",58.64
642,"DDoS","Outdated Software","Network Attack","High",8.77,27.33,26.36,82.65,"Yes",74.91
643,"Insider Threat","SQL Injection","Network Attack","Medium",5.87,20.68,26.6,40.09,"Yes",58.36
644,"Phishing","Missing Security Patch","Network Attack","High",8.45,35.35,46.25,82.52,"Yes",75.88
645,"Malware","Weak Password","Social Engineering","Low",2.9,8.11,12.34,92.91,"No",9.59
646,"DDoS","System Misconfiguration","Network Attack","Low",2.92,8.4,12.93,86.19,"Yes",25.88
647,"DDoS","System Misconfiguration","Social Engineering","Medium",6.67,20.84,27.05,68.24,"No",44.82
648,"Malware","Cross Site Scripting","Social Engineering","Medium",6.47,17.62,27.24,91.46,"No",38.63
649,"Phishing","Open Port","Network Attack","Low",2.48,9.31,10.4,89.3,"No",7.72
650,"DDoS","Open Port","Network Attack","High",8.3,15.61,10.56,58.31,"No",55.63
651,"DDoS","Insecure API","Web Attack","High",7.43,15.61,27.96,63.7,"No",48.73
652,"Insider Threat","Weak Encryption","Web Attack","Medium",6.4,22.39,20.48,80.05,"Yes",56.77
653,"Phishing","System Misconfiguration","Network Attack","High",7.87,42.45,37.33,93.96,"No",57.96
654,"DDoS","Insecure API","Network Attack","Low",2.27,9.56,11.8,69.66,"Yes",24.28
655,"DDoS","Outdated Software","Network Attack","High",8.25,19.37,23.23,50.14,"No",57.98
656,"Insider Threat","SQL Injection","Web Attack","Low",3,11.37,8.36,44.3,"No",18.89
657,"Insider Threat","Weak Password","Social Engineering","Medium",6.76,20.25,22.14,83.94,"No",42.79
658,"Malware","Missing Security Patch","Web Attack","Medium",4.73,6.5,11.94,62.44,"Yes",41.34
659,"Phishing","Insecure API","Social Engineering","Medium",6.55,27.29,28.08,67.26,"No",46.67
660,"Phishing","Open Port","Network Attack","Medium",4.89,6.54,6.76,69.55,"No",26.38
661,"Insider Threat","Open Port","Social Engineering","Medium",4.21,4.74,7.97,82.15,"Yes",34.06
662,"Insider Threat","Outdated Software","Network Attack","Medium",3.99,7.89,14.54,50.97,"Yes",38.43
663,"Malware","Weak Password","Network Attack","High",7.49,21.65,26.91,45.09,"No",54.33
664,"DDoS","Weak Password","Network Attack","Medium",6.7,18.58,33.54,85.2,"No",41.53
665,"Malware","Insecure API","Network Attack","Medium",6.25,21.23,20.3,94.31,"No",38.07
666,"Malware","Missing Security Patch","Network Attack","Medium",6.24,10.01,25.69,86.21,"No",34.72
667,"Insider Threat","Missing Security Patch","Network Attack","Low",2.31,7.73,11.28,74.04,"No",8.15
668,"Malware","Open Port","Network Attack","High",7.07,15.43,21.68,91.88,"Yes",56.91
669,"DDoS","Weak Password","Social Engineering","Medium",4.42,20.48,30.44,57.03,"No",30.61
670,"Malware","SQL Injection","Network Attack","Low",3.32,10.96,10.77,94.03,"No",13.51
671,"Malware","Insecure API","Network Attack","Low",2.7,8.46,14.06,46.48,"Yes",30.3
672,"Phishing","Privilege Escalation","Social Engineering","Low",2.31,4.73,12.14,62.39,"Yes",23.67
673,"Malware","SQL Injection","Network Attack","Low",3.88,3.31,6.88,43.5,"Yes",36.99
674,"Malware","Missing Security Patch","Network Attack","Critical",8.92,41.22,41.95,67.38,"No",68.79
675,"Phishing","Weak Password","Web Attack","Critical",9.54,30.7,43.67,41.91,"No",72.78
676,"DDoS","Privilege Escalation","Web Attack","Critical",9.64,34.43,45.21,80.88,"No",69.15
677,"Insider Threat","SQL Injection","Social Engineering","Low",2.78,8.13,10.07,42.36,"Yes",31.36
678,"Malware","Missing Security Patch","Web Attack","Low",2.06,6.06,11.28,52.8,"No",8.93
679,"Phishing","Privilege Escalation","Web Attack","High",8.81,42.48,45.31,68.37,"No",68.44
680,"Phishing","Insecure API","Web Attack","Medium",6.09,22.42,37.08,92.56,"No",37.68
681,"DDoS","Insecure API","Network Attack","Low",3.43,10.36,13.46,87.79,"Yes",30
682,"DDoS","System Misconfiguration","Web Attack","Medium",6.13,10.32,20.16,64.95,"Yes",52.3
683,"Insider Threat","System Misconfiguration","Network Attack","Low",3.05,5.78,8.52,75.11,"Yes",27.43
684,"Insider Threat","Weak Encryption","Social Engineering","High",8.41,41.66,37.64,69.05,"No",65.18
685,"Insider Threat","Cross Site Scripting","Network Attack","Medium",6.31,17.19,28.97,41.47,"No",44.8
686,"DDoS","Missing Security Patch","Social Engineering","Medium",6.23,17.33,22.08,52.87,"No",42.64
687,"Phishing","Weak Password","Web Attack","High",7,22.56,25.1,69.38,"Yes",62.63
688,"Malware","Missing Security Patch","Network Attack","Critical",10,34.98,68.39,90.54,"Yes",85.41
689,"Phishing","Outdated Software","Social Engineering","Medium",6.08,11.72,17.88,91.33,"No",33.54
690,"Malware","Outdated Software","Network Attack","Low",2.8,10.96,17.11,60.58,"No",14.92
691,"Malware","Cross Site Scripting","Network Attack","Critical",8.98,37.16,40.7,86.47,"Yes",79.74
692,"DDoS","Open Port","Web Attack","Medium",5.59,15.13,20.65,70.07,"Yes",49.68
693,"Phishing","Insecure API","Social Engineering","Medium",5.71,15.51,27.64,93.21,"No",32.22
694,"Malware","Weak Password","Web Attack","Medium",6.89,24.41,12.76,76.46,"Yes",61.55
695,"Malware","Insecure API","Web Attack","Low",3.9,7.36,11.2,76.44,"Yes",33.75
696,"DDoS","Privilege Escalation","Network Attack","Low",2.19,7.93,9.67,92.26,"Yes",19.64
697,"Malware","Outdated Software","Web Attack","Medium",6.52,13.55,42.23,40.03,"No",45.06
698,"Malware","Open Port","Web Attack","Medium",5.5,16.87,18.86,89.78,"Yes",46.75
699,"Phishing","Outdated Software","Network Attack","Medium",5.91,26.54,23.07,80.68,"No",39.86
700,"Phishing","Open Port","Social Engineering","Medium",3.99,6.12,16.62,84.91,"Yes",32.63
701,"Insider Threat","Missing Security Patch","Network Attack","Low",3.87,6.57,12.69,72.14,"No",18.93
702,"Malware","Weak Encryption","Web Attack","Medium",5.85,20.03,20.95,59.54,"Yes",55.05
703,"Malware","Outdated Software","Network Attack","Medium",6.62,24.33,31.31,42.36,"Yes",64.7
704,"Insider Threat","Insecure API","Network Attack","Critical",8.91,37.34,48.37,73.14,"Yes",81.36
705,"Phishing","Weak Encryption","Social Engineering","Medium",4.22,8.77,13.82,64.62,"No",23.35
706,"DDoS","Privilege Escalation","Web Attack","Medium",4.01,8.46,14.16,90.4,"Yes",32.89
707,"Phishing","SQL Injection","Social Engineering","Medium",6.25,22.05,22.86,53.8,"No",44.51
708,"Phishing","System Misconfiguration","Network Attack","Medium",6.37,18.13,19.63,72.57,"No",40.99
709,"Malware","Outdated Software","Web Attack","Medium",4.46,5.68,15.92,58.08,"Yes",39.77
710,"Phishing","SQL Injection","Web Attack","Medium",5.24,14.07,29.3,57.57,"Yes",48.66
711,"DDoS","Weak Encryption","Social Engineering","Low",3.43,4.31,16.51,77.47,"No",14.15
712,"Phishing","Weak Password","Web Attack","Medium",3.96,15.23,17.4,92,"Yes",35.01
713,"DDoS","Privilege Escalation","Network Attack","Low",3.05,8.18,11,55.23,"No",16.31
714,"DDoS","System Misconfiguration","Social Engineering","High",8.29,33.85,47.15,82.82,"Yes",74.18
715,"Phishing","Privilege Escalation","Social Engineering","Medium",5.43,9.7,20.37,54.15,"Yes",48.77
716,"Phishing","SQL Injection","Web Attack","Medium",4.49,20.54,34.35,86.41,"No",26.66
717,"Malware","SQL Injection","Web Attack","Medium",5.17,14.46,20.62,43.99,"No",35.37
718,"Malware","System Misconfiguration","Social Engineering","Medium",4.13,8.06,13.47,79.23,"No",20.26
719,"Insider Threat","Privilege Escalation","Network Attack","Medium",6.89,18.99,27.24,71.26,"No",45.17
720,"Malware","Privilege Escalation","Social Engineering","Low",2.57,7.88,10.15,47.53,"No",14.01
721,"Phishing","SQL Injection","Social Engineering","Medium",5.03,13.32,29.69,79,"Yes",43.66
722,"DDoS","Open Port","Web Attack","Medium",5.03,16.38,29.91,63.33,"Yes",47.26
723,"DDoS","Outdated Software","Social Engineering","Medium",6.5,20.61,26.66,79.39,"No",41.81
724,"Insider Threat","Missing Security Patch","Network Attack","Medium",6.07,9.2,21.96,65.09,"No",36.38
725,"DDoS","System Misconfiguration","Social Engineering","Medium",4.96,16.49,35.27,88.55,"No",28.03
726,"DDoS","Weak Encryption","Web Attack","High",8.8,29.97,52.11,93.5,"Yes",74.54
727,"Insider Threat","Open Port","Network Attack","Low",3.89,7.84,11.32,40.5,"Yes",39.31
728,"DDoS","SQL Injection","Web Attack","Medium",6.07,17.71,28.1,61.5,"No",40.34
729,"DDoS","Insecure API","Network Attack","High",8.79,30.61,51.67,68.23,"Yes",78.53
730,"Malware","Open Port","Web Attack","Medium",5.57,23.24,20.1,54.1,"No",40.18
731,"Phishing","Cross Site Scripting","Social Engineering","Medium",4.1,10.52,15.67,45.01,"Yes",41.14
732,"Insider Threat","Cross Site Scripting","Web Attack","High",8.62,39.85,27.9,44.65,"No",69.59
733,"DDoS","Outdated Software","Web Attack","Critical",9.01,34.23,49.8,80.08,"No",64.76
734,"Insider Threat","Weak Password","Web Attack","Medium",6.3,23.18,24.15,52.53,"No",45.48
735,"Malware","Missing Security Patch","Social Engineering","Medium",6.86,17.58,28.28,69.25,"No",44.67
736,"Phishing","Open Port","Social Engineering","Low",2.51,9.21,10.83,68.31,"Yes",26.04
737,"Insider Threat","SQL Injection","Network Attack","Medium",6.56,14.5,27.71,47.84,"No",44.51
738,"Insider Threat","Outdated Software","Web Attack","Critical",10,45.78,52.84,56.25,"Yes",94.88
739,"Phishing","Weak Encryption","Social Engineering","High",8.27,37.27,43.73,59.41,"No",63.86
740,"Malware","Open Port","Web Attack","Low",1.91,7.52,11.05,91.66,"No",2.64
741,"Insider Threat","Outdated Software","Network Attack","Low",3.43,6.94,13.96,90.58,"No",13.19
742,"Malware","SQL Injection","Web Attack","Critical",10,43.09,50.28,56.52,"Yes",93.76
743,"Malware","System Misconfiguration","Web Attack","Medium",6.25,18.3,30.79,56.18,"Yes",57.64
744,"DDoS","Weak Encryption","Web Attack","High",7.35,15.63,29.75,53.38,"No",49.72
745,"Phishing","Insecure API","Network Attack","Medium",5.14,13.23,32.98,42.32,"Yes",49.89
746,"Phishing","System Misconfiguration","Social Engineering","High",8.73,35.24,52.83,48.51,"Yes",82.9
747,"DDoS","Insecure API","Network Attack","High",8.56,29.07,46.11,87.41,"Yes",73.45
748,"Malware","Weak Encryption","Social Engineering","High",7.5,31.69,43.75,84.57,"Yes",67.52
749,"DDoS","Insecure API","Network Attack","Medium",4.9,18.74,21.34,88.34,"Yes",43.56
750,"Insider Threat","System Misconfiguration","Social Engineering","High",7.2,16.88,19.54,85.64,"No",44.32
751,"Malware","SQL Injection","Web Attack","Low",3.69,7.89,12.12,54.95,"Yes",35.75
752,"Malware","Outdated Software","Web Attack","Low",3.67,7.21,11.02,44.53,"No",21.91
753,"Malware","Weak Password","Social Engineering","Medium",4.02,11.25,6.22,92.3,"Yes",33.79
754,"Malware","System Misconfiguration","Network Attack","Medium",6.08,21.92,19.1,45.55,"No",44.48
755,"DDoS","Open Port","Network Attack","High",7.25,16.48,28.54,63.87,"No",47.76
756,"Phishing","Missing Security Patch","Network Attack","High",7.53,21.59,31.07,85.13,"No",48.55
757,"Phishing","Outdated Software","Network Attack","Medium",4.21,12.91,27.91,45.57,"No",27.82
758,"Insider Threat","SQL Injection","Network Attack","Low",2.77,6.9,16.15,92.78,"Yes",23.24
759,"Malware","SQL Injection","Social Engineering","Low",3.59,8.09,11.26,60.89,"Yes",34.26
760,"Malware","Cross Site Scripting","Network Attack","Medium",4.76,10.48,23.91,51.62,"Yes",44.78
761,"Phishing","Weak Password","Network Attack","Low",3.78,5.36,6.58,73.02,"No",17.68
762,"Malware","System Misconfiguration","Web Attack","Medium",4.52,9.01,13.45,42.7,"Yes",43.84
763,"DDoS","Open Port","Web Attack","Critical",9.34,38.88,36.56,79.22,"Yes",84.06
764,"Phishing","Missing Security Patch","Network Attack","Critical",9.58,26.06,41.17,70.23,"No",66.91
765,"DDoS","Outdated Software","Network Attack","Medium",6.5,19.12,27.95,75.75,"Yes",56.79
766,"Malware","Insecure API","Web Attack","Medium",4.2,6.38,8.14,90.24,"Yes",33.43
767,"Malware","Weak Password","Network Attack","Medium",5.15,20.3,22.69,89.05,"No",30.8
768,"Phishing","Open Port","Social Engineering","Medium",6.57,22.73,21.64,52.06,"No",47.29
769,"DDoS","Open Port","Web Attack","Medium",4.24,6.71,13.85,72.52,"No",21.48
770,"DDoS","Weak Encryption","Web Attack","High",8.72,29.05,52.58,46.41,"No",65.72
771,"Insider Threat","SQL Injection","Web Attack","Critical",9.21,28.92,45.3,78.35,"Yes",79.26
772,"Insider Threat","Weak Password","Web Attack","Medium",5.52,6.5,11.5,90.68,"Yes",42.62
773,"DDoS","Cross Site Scripting","Web Attack","Critical",9.68,27.2,64.04,86.61,"Yes",80.66
774,"Insider Threat","Weak Encryption","Network Attack","High",8.23,31.35,44.69,57.64,"Yes",76.52
775,"Malware","Missing Security Patch","Network Attack","High",7.17,30.94,27.42,63.87,"No",52.97
776,"Malware","Cross Site Scripting","Network Attack","Medium",6.76,12.51,25.71,54.66,"Yes",59.11
777,"Phishing","Weak Encryption","Network Attack","Medium",4.08,16.97,32.31,51.79,"Yes",42.55
778,"Phishing","Weak Encryption","Network Attack","Low",3.34,7.88,12.12,67.86,"Yes",31.37
779,"DDoS","Open Port","Social Engineering","High",8.61,35.7,32.91,61.39,"Yes",80.37
780,"Insider Threat","System Misconfiguration","Web Attack","Low",3.12,7.32,13.71,63.13,"No",15.26
781,"Malware","Outdated Software","Social Engineering","High",8.85,29.69,51.79,45.02,"No",67.04
782,"Insider Threat","Privilege Escalation","Network Attack","Medium",4.48,5.44,12.55,77.28,"No",21.95
783,"Malware","Outdated Software","Network Attack","Medium",5.53,15.57,27.1,68.59,"No",34.62
784,"DDoS","Cross Site Scripting","Web Attack","High",6.96,19.52,22.33,88.67,"No",43.21
785,"Insider Threat","Missing Security Patch","Web Attack","Medium",4.4,10.06,9.03,78.1,"Yes",38.14
786,"Phishing","Weak Encryption","Social Engineering","Medium",6.48,13.36,32.33,50.18,"Yes",58.19
787,"Malware","Weak Encryption","Social Engineering","Medium",6.44,22.27,26.94,48.11,"Yes",61.79
788,"Malware","Weak Password","Web Attack","High",8.62,40.25,36.17,42.8,"No",70.05
789,"Malware","Outdated Software","Social Engineering","Medium",4.91,15.48,26.32,50.58,"No",32.98
790,"Insider Threat","Missing Security Patch","Network Attack","Medium",5.83,16.14,29.6,89.12,"Yes",48.88
791,"Insider Threat","Insecure API","Social Engineering","Low",3.1,9.95,9.68,47.36,"Yes",33.56
792,"Phishing","System Misconfiguration","Network Attack","Low",3.29,6.35,10.72,94.15,"No",11.48
793,"Malware","Cross Site Scripting","Network Attack","Low",2.57,8.89,15.55,66.61,"No",11.56
794,"Phishing","System Misconfiguration","Web Attack","Low",3.73,11.42,7.08,60.34,"No",21.61
795,"Insider Threat","Insecure API","Social Engineering","Low",2.9,9.05,13.9,90.69,"No",10.31
796,"Phishing","SQL Injection","Web Attack","Critical",8.93,47.22,58.4,85.45,"Yes",83.57
797,"Malware","System Misconfiguration","Network Attack","Medium",4.89,16.33,17.83,54.49,"Yes",47.57
798,"Malware","Privilege Escalation","Network Attack","High",7.98,36.74,47.81,65.89,"Yes",75.66
799,"Phishing","Weak Encryption","Social Engineering","High",8.15,37.11,39.18,54.57,"No",63.73
800,"Malware","Privilege Escalation","Web Attack","Medium",6.42,18.45,23.58,46.67,"No",45.35
801,"Phishing","Outdated Software","Web Attack","Low",2.73,7.07,13.47,66.94,"Yes",26.91
802,"Phishing","SQL Injection","Web Attack","Medium",5.76,16.7,19.65,66.47,"No",37
803,"Malware","Weak Encryption","Network Attack","Medium",5.81,17.9,21.35,49.06,"Yes",55.47
804,"Malware","Insecure API","Network Attack","Medium",5.86,13.6,28.75,86.29,"No",33.48
805,"Malware","Missing Security Patch","Network Attack","Critical",10,32.02,48.73,86.47,"No",69.84
806,"Insider Threat","Weak Encryption","Web Attack","High",7.62,16.46,23.05,83.87,"Yes",62.37
807,"Phishing","Weak Encryption","Network Attack","Medium",6.78,14.19,24.13,60.97,"No",44.01
808,"Phishing","Weak Encryption","Network Attack","Low",3.06,6.06,13.26,76.45,"No",12.36
809,"DDoS","Missing Security Patch","Social Engineering","Medium",6.08,26.68,10.78,87.9,"Yes",55.01
810,"DDoS","Weak Password","Social Engineering","Medium",6.78,14.71,23.57,71.24,"No",42.67
811,"Malware","Privilege Escalation","Web Attack","High",7.94,39.05,55.84,80.63,"Yes",74.09
812,"DDoS","Open Port","Network Attack","Critical",9.04,28.62,57.92,77.51,"No",63.12
813,"Phishing","Outdated Software","Web Attack","Medium",6.05,18.71,24.75,83.27,"No",37.36
814,"Insider Threat","SQL Injection","Web Attack","Medium",6.01,18.32,19.85,70.38,"No",38.81
815,"DDoS","System Misconfiguration","Web Attack","Critical",9.51,39.52,45.63,43.83,"Yes",90.79
816,"Malware","Weak Encryption","Web Attack","Medium",4.26,5.56,15.26,57.94,"Yes",38.33
817,"Malware","Privilege Escalation","Network Attack","Medium",6.39,20.01,22.72,42.55,"Yes",61.36
818,"Malware","SQL Injection","Network Attack","Medium",5.5,15.82,30.18,83.46,"Yes",47.28
819,"DDoS","Weak Password","Network Attack","High",7.18,24.22,24.69,68.79,"Yes",64.64
820,"DDoS","Weak Encryption","Network Attack","Medium",5.52,23.89,17.24,76.41,"No",36.73
821,"DDoS","Outdated Software","Web Attack","Medium",6.06,20.41,19.19,59.8,"Yes",56.59
822,"Phishing","Open Port","Network Attack","Low",2.25,8.98,16.86,94.07,"Yes",20.24
823,"DDoS","SQL Injection","Network Attack","Low",2.93,6.63,9.18,60.2,"Yes",29.12
824,"Insider Threat","Outdated Software","Network Attack","High",7.54,15.17,20.81,72.84,"No",47.9
825,"DDoS","Cross Site Scripting","Network Attack","High",8.14,30.88,40.22,65.26,"No",59.53
826,"Malware","Privilege Escalation","Network Attack","Medium",3.99,8.6,13.42,71.4,"Yes",35.63
827,"Phishing","Open Port","Network Attack","Medium",5.63,20.9,9.78,91.99,"No",33.99
828,"Malware","Privilege Escalation","Network Attack","Medium",4.4,8.4,10.78,89.92,"Yes",35.69
829,"Phishing","Outdated Software","Network Attack","Low",3.88,5.55,10.1,57.72,"No",20.73
830,"DDoS","Privilege Escalation","Web Attack","Medium",6.3,11.75,24.8,45.57,"Yes",56.95
831,"Malware","Privilege Escalation","Web Attack","Medium",6.17,16.88,18.53,54.76,"No",41.71
832,"DDoS","Outdated Software","Network Attack","High",7.25,12.06,17.61,85.81,"No",42.7
833,"Phishing","Cross Site Scripting","Social Engineering","Medium",5.68,24.2,25.53,92.15,"No",35.59
834,"DDoS","SQL Injection","Web Attack","Low",3.71,7.57,12.81,46.2,"No",22.05
835,"DDoS","Privilege Escalation","Network Attack","Medium",6.77,20.83,31.85,72.37,"No",44.87
836,"DDoS","Missing Security Patch","Network Attack","Medium",5.5,17.37,27.07,86.93,"No",32.41
837,"DDoS","Weak Encryption","Web Attack","Critical",9.28,32.67,50.21,72.77,"Yes",82.09
838,"DDoS","Weak Password","Social Engineering","High",8.32,32.61,53.1,78.48,"No",59.48
839,"Malware","Insecure API","Social Engineering","High",7.38,36.55,52.41,45.37,"No",59.49
840,"Malware","Outdated Software","Web Attack","Low",3.22,9.25,9.88,78.03,"Yes",29.56
841,"Insider Threat","Missing Security Patch","Network Attack","Low",3.64,8.02,11.91,82.52,"Yes",31.29
842,"DDoS","Insecure API","Network Attack","High",7.81,33.86,38.49,42.15,"Yes",76.87
843,"DDoS","SQL Injection","Web Attack","High",8.45,42.17,40.47,88.33,"No",62.76
844,"Malware","Missing Security Patch","Network Attack","Low",3.47,8.21,11.43,46.82,"No",20.58
845,"DDoS","Open Port","Social Engineering","High",6.93,17.83,25.77,81.94,"No",43.32
846,"Malware","Weak Encryption","Social Engineering","Low",2.79,7.24,10.06,93.66,"Yes",23.36
847,"Insider Threat","Weak Password","Network Attack","Critical",9.03,43.06,41.31,46.88,"No",73.42
848,"Malware","Weak Password","Web Attack","Medium",4.21,14.62,20.33,67.25,"Yes",40.2
849,"Malware","Weak Encryption","Web Attack","Medium",4.44,8.29,16.69,90.96,"No",20.78
